»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/4/2018 - 14:55:28
Configured:	06/04/18 02:25:46 PM
Executed:	06/04/18 02:55:01 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	-0.068665	-25.533158
   2	2.0000e-003	0.907898	-25.480388
   3	3.0000e-003	2.197266	-25.431730
   4	4.0000e-003	3.570557	-25.366624
   5	5.0000e-003	4.676819	-25.333043
   6	6.0000e-003	5.935669	-25.278903
   7	7.0000e-003	6.988525	-25.228874
   8	8.0000e-003	8.369446	-25.166509
   9	9.0000e-003	9.582520	-25.106886
  10	1.0000e-002	10.574341	-25.033556
  11	1.1000e-002	11.672974	-24.960227
  12	1.2000e-002	13.076782	-24.871820
  13	1.3000e-002	14.305115	-24.751202
  14	1.4000e-002	15.357971	-24.662110
  15	1.5000e-002	16.761780	-24.545605
  16	1.6000e-002	17.814636	-24.381812
  17	1.7000e-002	19.248962	-24.237894
  18	1.8000e-002	20.141602	-24.054227
  19	1.9000e-002	21.415710	-23.865077
  20	2.0000e-002	22.682190	-23.640976
  21	2.1000e-002	23.788452	-23.406595
  22	2.2000e-002	25.054932	-23.144115
  23	2.3000e-002	26.191711	-22.863132
  24	2.4000e-002	27.282715	-22.575295
  25	2.5000e-002	28.633118	-22.242912
  26	2.6000e-002	29.830933	-21.870096
  27	2.7000e-002	31.059265	-21.497964
  28	2.8000e-002	32.142639	-21.079916
  29	2.9000e-002	33.401489	-20.610468
  30	3.0000e-002	34.622192	-20.119775
  31	3.1000e-002	35.919189	-19.581795
  32	3.2000e-002	37.071228	-19.025996
  33	3.3000e-002	38.299561	-18.428393
  34	3.4000e-002	39.459229	-17.787614
  35	3.5000e-002	40.824890	-17.133128
  36	3.6000e-002	41.976929	-16.422446
  37	3.7000e-002	42.808533	-15.682980
  38	3.8000e-002	44.387817	-14.894171
  39	3.9000e-002	45.478821	-14.088229
  40	4.0000e-002	46.623230	-13.218551
  41	4.1000e-002	47.821045	-12.363951
  42	4.2000e-002	48.988342	-11.427797
  43	4.3000e-002	50.193787	-10.490272
  44	4.4000e-002	51.368713	-9.518481
  45	4.5000e-002	52.543640	-8.531613
  46	4.6000e-002	53.688049	-7.494716
  47	4.7000e-002	54.901123	-6.465357
  48	4.8000e-002	56.129456	-5.402418
  49	4.9000e-002	57.510376	-4.329884
  50	5.0000e-002	58.677673	-3.234735
  51	5.1000e-002	59.799194	-2.156033
  52	5.2000e-002	60.867310	-1.049918
  53	5.3000e-002	62.263489	0.030154
  54	5.4000e-002	63.415527	1.106800
  55	5.5000e-002	64.659119	2.155348
  56	5.6000e-002	65.612793	3.183335
  57	5.7000e-002	67.070007	4.140049
  58	5.8000e-002	68.069458	5.124861
  59	5.9000e-002	69.488525	5.993168
  60	6.0000e-002	70.755005	6.842971
  61	6.1000e-002	71.632385	7.608480
  62	6.2000e-002	72.830200	8.336980
  63	6.3000e-002	74.241638	8.998319
  64	6.4000e-002	75.294495	9.630874
  65	6.5000e-002	76.828003	10.203806
  66	6.6000e-002	77.842712	10.760975
  67	6.7000e-002	79.002380	11.279766
  68	6.8000e-002	80.635071	11.801299
  69	6.9000e-002	81.565857	12.276914
  70	7.0000e-002	82.748413	12.749789
  71	7.1000e-002	83.900452	13.239111
  72	7.2000e-002	84.915161	13.731860
  73	7.3000e-002	86.112976	14.193083
  74	7.4000e-002	87.432861	14.676923
  75	7.5000e-002	88.867188	15.156651
  76	7.6000e-002	89.859009	15.632266
  77	7.7000e-002	90.995789	16.140777
  78	7.8000e-002	92.414856	16.659569
  79	7.9000e-002	93.429565	17.146149
  80	8.0000e-002	94.757080	17.669738
  81	8.1000e-002	95.970154	18.198124
  82	8.2000e-002	96.969604	18.742272
  83	8.3000e-002	98.480225	19.298756
  84	8.4000e-002	99.609375	19.862778
  85	8.5000e-002	100.570679	20.415836
  86	8.6000e-002	101.753235	20.990138
  87	8.7000e-002	103.050232	21.555531
  88	8.8000e-002	104.240417	22.183289
  89	8.9000e-002	105.476379	22.774725
  90	9.0000e-002	106.727600	23.368902
  91	9.1000e-002	107.749939	23.997345
  92	9.2000e-002	109.077454	24.623047
  93	9.3000e-002	110.542297	25.254916
  94	9.4000e-002	111.412048	25.890213
  95	9.5000e-002	112.632751	26.533048
  96	9.6000e-002	113.899231	27.184792
  97	9.7000e-002	114.814758	27.828312
  98	9.8000e-002	116.104126	28.457441
  99	9.9000e-002	117.393494	29.114668
 100	1.0000e-001	118.865967	29.778748
 101	1.0100e-001	119.880676	30.419527
 102	1.0200e-001	121.078491	31.042487
 103	1.0300e-001	122.009277	31.694231
 104	1.0400e-001	123.405457	32.300744
 105	1.0500e-001	124.877930	32.928502
 106	1.0600e-001	125.885010	33.545980
 107	1.0700e-001	127.037048	34.149066
 108	1.0800e-001	128.410339	34.730222
 109	1.0900e-001	129.486084	35.299727
 110	1.1000e-001	130.706787	35.882253
 111	1.1100e-001	131.866455	36.453129
 112	1.1200e-001	133.071899	36.970549
 113	1.1300e-001	133.941650	37.509215
 114	1.1400e-001	135.482788	38.007446
 115	1.1500e-001	136.535645	38.505678
 116	1.1600e-001	137.741089	38.995000
 117	1.1700e-001	138.877869	39.458280
 118	1.1800e-001	140.167236	39.909224
 119	1.1900e-001	141.632080	40.344405
 120	1.2000e-001	142.814636	40.754230
 121	1.2100e-001	143.699646	41.161998
 122	1.2200e-001	145.050049	41.535500
 123	1.2300e-001	146.430969	41.913800
 124	1.2400e-001	147.560120	42.261945
 125	1.2500e-001	148.681641	42.608719
 126	1.2600e-001	149.940491	42.891073
 127	1.2700e-001	150.993347	43.209064
 128	1.2800e-001	152.427673	43.496901
 129	1.2900e-001	153.442383	43.790220
 130	1.3000e-001	154.426575	44.034881
 131	1.3100e-001	155.998230	44.290507
 132	1.3200e-001	157.310486	44.526944
 133	1.3300e-001	158.050537	44.781885
 134	1.3400e-001	159.866333	44.968979
 135	1.3500e-001	160.896301	45.172521
 136	1.3600e-001	161.750793	45.371950
 137	1.3700e-001	162.994385	45.570009
 138	1.3800e-001	164.337158	45.733802
 139	1.3900e-001	165.611267	45.907189
 140	1.4000e-001	166.740417	46.055219
 141	1.4100e-001	167.930603	46.234089
 142	1.4200e-001	169.212341	46.365672
 143	1.4300e-001	170.372009	46.529464
 144	1.4400e-001	171.821594	46.645970
 145	1.4500e-001	172.721863	46.780979
 146	1.4600e-001	173.912048	46.908449
 147	1.4700e-001	175.079346	47.026325
 148	1.4800e-001	176.353455	47.159964
 149	1.4900e-001	177.459717	47.268245
 150	1.5000e-001	178.550720	47.381324
 151	1.5100e-001	180.015564	47.490976
 152	1.5200e-001	181.282043	47.601313
 153	1.5300e-001	182.151794	47.720559
 154	1.5400e-001	183.494568	47.806910
 155	1.5500e-001	184.913635	47.910395
 156	1.5600e-001	185.813904	48.016620
 157	1.5700e-001	186.836243	48.102286
 158	1.5800e-001	188.301086	48.210567
 159	1.5900e-001	189.628601	48.310624
 160	1.6000e-001	190.689087	48.406570
 161	1.6100e-001	191.757202	48.484697
 162	1.6200e-001	193.290710	48.567621
 163	1.6300e-001	194.358826	48.666993
 164	1.6400e-001	195.510864	48.747177
 165	1.6500e-001	196.823120	48.847234
 166	1.6600e-001	198.074341	48.926046
 167	1.6700e-001	199.150085	49.010341
 168	1.6800e-001	200.370789	49.090524
 169	1.6900e-001	201.293945	49.171393
 170	1.7000e-001	202.720642	49.259114
 171	1.7100e-001	204.086304	49.322850
 172	1.7200e-001	205.116272	49.386585
 173	1.7300e-001	206.359863	49.491440
 174	1.7400e-001	207.435608	49.562713
 175	1.7500e-001	208.793640	49.637414
 176	1.7600e-001	209.930420	49.716226
 177	1.7700e-001	211.090088	49.794353
 178	1.7800e-001	212.303162	49.871795
 179	1.7900e-001	213.661194	49.929362
 180	1.8000e-001	214.622498	50.005433
 181	1.8100e-001	215.728760	50.078763
 182	1.8200e-001	217.025757	50.161002
 183	1.8300e-001	218.170166	50.233647
 184	1.8400e-001	219.337463	50.287787
 185	1.8500e-001	220.649719	50.352893
 186	1.8600e-001	221.946716	50.425538
 187	1.8700e-001	223.106384	50.487902
 188	1.8800e-001	224.685669	50.559176
 189	1.8900e-001	225.387573	50.615373
 190	1.9000e-001	226.882935	50.690759
 191	1.9100e-001	227.783203	50.756550
 192	1.9200e-001	228.836060	50.812061
 193	1.9300e-001	230.407715	50.881279
 194	1.9400e-001	231.758118	50.931308
 195	1.9500e-001	232.749939	51.001211
 196	1.9600e-001	233.848572	51.062205
 197	1.9700e-001	235.305786	51.132108
 198	1.9800e-001	236.419678	51.171857
 199	1.9900e-001	237.770081	51.234907
 200	2.0000e-001	239.028931	51.302069
 201	2.0100e-001	240.234375	51.368545
 202	2.0200e-001	240.898132	51.420630
 203	2.0300e-001	242.340088	51.489162
 204	2.0400e-001	243.560791	51.528226
 205	2.0500e-001	244.796753	51.599500
 206	2.0600e-001	245.872498	51.646787
 207	2.0700e-001	247.116089	51.698872
 208	2.0800e-001	248.199463	51.753698
 209	2.0900e-001	249.748230	51.802356
 210	2.1000e-001	250.816345	51.870203
 211	2.1100e-001	251.983643	51.930512
 212	2.1200e-001	253.036499	51.975058
 213	2.1300e-001	254.417419	52.014807
 214	2.1400e-001	255.592346	52.072374
 215	2.1500e-001	256.828308	52.134739
 216	2.1600e-001	257.972717	52.219034
 217	2.1700e-001	258.972168	52.241649
 218	2.1800e-001	260.223389	52.298531
 219	2.1900e-001	261.535645	52.353357
 220	2.2000e-001	262.855530	52.390365
 221	2.2100e-001	264.099121	52.438338
 222	2.2200e-001	264.915466	52.491108
 223	2.2300e-001	266.471863	52.548675
 224	2.2400e-001	267.509460	52.591165
 225	2.2500e-001	268.554688	52.644621
 226	2.2600e-001	270.065308	52.693279
 227	2.2700e-001	271.163940	52.738510
 228	2.2800e-001	272.262573	52.785798
 229	2.2900e-001	273.620605	52.825546
 230	2.3000e-001	274.681091	52.879687
 231	2.3100e-001	275.863647	52.937254
 232	2.3200e-001	277.191162	52.967409
 233	2.3300e-001	278.404236	53.029773
 234	2.3400e-001	279.411316	53.076375
 235	2.3500e-001	280.685425	53.112012
 236	2.3600e-001	282.073975	53.154502
 237	2.3700e-001	283.332825	53.199734
 238	2.3800e-001	284.507751	53.259357
 239	2.3900e-001	285.652161	53.292938
