»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/22/2018 - 6:23:51
Configured:	08/22/18 06:20:09 AM
Executed:	08/22/18 06:23:27 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	-4.50
Field:	-450.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	-0.122070	51.176190
   2	1.0000e-003	-8.926392	51.126747
   3	1.5000e-003	-18.013000	50.879534
   4	2.0000e-003	-26.824951	50.842452
   5	2.5000e-003	-36.148071	50.799190
   6	3.0000e-003	-44.914246	50.496354
   7	3.5000e-003	-53.909302	50.236780
   8	4.0000e-003	-63.102722	49.859780
   9	4.5000e-003	-71.800232	49.346813
  10	5.0000e-003	-80.802917	48.883289
  11	5.5000e-003	-89.866638	48.129289
  12	6.0000e-003	-98.907471	47.400011
  13	6.5000e-003	-107.849121	46.411158
  14	7.0000e-003	-116.783142	45.162733
  15	7.5000e-003	-125.587463	43.592930
  16	8.0000e-003	-134.338379	41.930422
  17	8.5000e-003	-143.417358	39.878554
  18	9.0000e-003	-152.397156	37.505309
  19	9.5000e-003	-161.254883	34.921932
  20	1.0000e-002	-170.204163	32.091343
  21	1.0500e-002	-179.107666	28.729246
  22	1.1000e-002	-187.835693	25.243542
  23	1.1500e-002	-196.990967	21.485904
  24	1.2000e-002	-205.940247	17.783888
  25	1.2500e-002	-214.935303	13.729594
  26	1.3000e-002	-223.739624	9.607317
  27	1.3500e-002	-232.910156	5.367613
  28	1.4000e-002	-241.928101	1.134090
  29	1.4500e-002	-250.793457	-3.117974
  30	1.5000e-002	-259.674072	-7.308236
  31	1.5500e-002	-268.829346	-11.646824
  32	1.6000e-002	-277.923584	-16.003954
  33	1.6500e-002	-286.918640	-20.447609
  34	1.7000e-002	-295.959473	-24.829460
  35	1.7500e-002	-304.824829	-29.087705
  36	1.8000e-002	-313.949585	-33.574621
  37	1.8500e-002	-322.578430	-37.839046
  38	1.9000e-002	-331.626892	-42.245619
  39	1.9500e-002	-340.637207	-46.676912
  40	2.0000e-002	-349.998474	-51.052583
  41	2.0500e-002	-358.703613	-55.341730
  42	2.1000e-002	-367.752075	-59.803925
  43	2.1500e-002	-376.617432	-64.253760
  44	2.2000e-002	-385.581970	-68.635611
  45	2.2500e-002	-395.202637	-72.776429
  46	2.3000e-002	-405.075073	-75.230019
  47	2.3500e-002	-414.115906	-75.532855
  48	2.4000e-002	-423.187256	-76.033461
  49	2.4500e-002	-432.037354	-76.342477
  50	2.5000e-002	-441.055298	-76.608232
  51	2.5500e-002	-450.057983	-76.917248
  52	2.6000e-002	-440.971375	-77.152100
  53	2.6500e-002	-431.610107	-77.201543
  54	2.7000e-002	-422.828674	-77.485838
  55	2.7500e-002	-413.856506	-77.405494
  56	2.8000e-002	-404.907227	-77.522920
  57	2.8500e-002	-395.866394	-77.560002
  58	2.9000e-002	-387.077332	-77.566182
  59	2.9500e-002	-377.983093	-77.522920
  60	3.0000e-002	-368.835449	-77.788674
  61	3.0500e-002	-359.970093	-77.510559
  62	3.1000e-002	-350.906372	-77.714510
  63	3.1500e-002	-342.010498	-77.572362
  64	3.2000e-002	-333.030701	-77.621805
  65	3.2500e-002	-324.020386	-77.510559
  66	3.3000e-002	-314.811707	-77.615625
  67	3.3500e-002	-305.892944	-77.479657
  68	3.4000e-002	-297.058105	-77.492018
  69	3.4500e-002	-287.940979	-77.436395
  70	3.5000e-002	-278.854370	-77.337510
  71	3.5500e-002	-269.821167	-77.294248
  72	3.6000e-002	-260.818481	-77.176822
  73	3.6500e-002	-251.884460	-77.022313
  74	3.7000e-002	-242.820740	-77.009953
  75	3.7500e-002	-233.985901	-76.972871
  76	3.8000e-002	-224.906921	-76.880166
  77	3.8500e-002	-215.583801	-76.781281
  78	3.9000e-002	-206.840515	-76.818363
  79	3.9500e-002	-197.891235	-76.719477
  80	4.0000e-002	-188.728333	-76.552609
  81	4.0500e-002	-179.801941	-76.564969
  82	4.1000e-002	-170.570374	-76.472264
  83	4.1500e-002	-161.880493	-76.305396
  84	4.2000e-002	-152.778625	-76.299215
  85	4.2500e-002	-143.875122	-76.138527
  86	4.3000e-002	-134.864807	-76.064363
  87	4.3500e-002	-126.022339	-76.089084
  88	4.4000e-002	-116.775513	-75.885133
  89	4.4500e-002	-107.872009	-75.866592
  90	4.5000e-002	-98.808289	-75.835691
  91	4.5500e-002	-89.805603	-75.804789
  92	4.6000e-002	-80.764771	-75.619379
  93	4.6500e-002	-71.685791	-75.594658
  94	4.7000e-002	-62.850952	-75.433970
  95	4.7500e-002	-53.947449	-75.427789
  96	4.8000e-002	-44.868469	-75.372166
  97	4.8500e-002	-35.911560	-75.236199
  98	4.9000e-002	-26.809692	-75.094052
  99	4.9500e-002	-17.822266	-75.056970
 100	5.0000e-002	-8.666992	-74.890101
 101	5.0500e-002	0.045776	-74.754134
 102	5.1000e-002	9.208679	-74.642888
 103	5.1500e-002	18.028259	-74.599626
 104	5.2000e-002	27.328491	-74.488380
 105	5.2500e-002	36.178589	-74.327691
 106	5.3000e-002	45.112610	-74.185544
 107	5.3500e-002	53.985596	-73.895068
 108	5.4000e-002	62.973022	-73.548970
 109	5.4500e-002	71.929932	-73.060724
 110	5.5000e-002	80.841064	-72.288184
 111	5.5500e-002	89.691162	-71.373495
 112	5.6000e-002	98.709106	-70.285758
 113	5.6500e-002	107.658386	-68.790119
 114	5.7000e-002	116.477966	-67.189415
 115	5.7500e-002	125.350952	-65.001579
 116	5.8000e-002	134.300232	-62.690137
 117	5.8500e-002	143.295288	-59.902810
 118	5.9000e-002	152.343750	-57.028959
 119	5.9500e-002	161.346436	-53.679222
 120	6.0000e-002	170.051575	-50.045190
 121	6.0500e-002	178.749084	-46.287552
 122	6.1000e-002	187.950134	-42.239438
 123	6.1500e-002	196.907043	-38.308751
 124	6.2000e-002	205.787659	-34.087588
 125	6.2500e-002	214.897156	-29.779901
 126	6.3000e-002	223.907471	-25.410411
 127	6.3500e-002	232.963562	-21.047100
 128	6.4000e-002	241.828918	-16.455118
 129	6.4500e-002	250.846863	-11.881677
 130	6.5000e-002	259.811401	-7.110465
 131	6.5500e-002	268.737793	-2.228008
 132	6.6000e-002	277.748108	2.654450
 133	6.6500e-002	286.621094	7.580170
 134	6.7000e-002	295.585632	12.524431
 135	6.7500e-002	304.656982	17.116413
 136	6.8000e-002	313.652039	22.042133
 137	6.8500e-002	322.425842	26.906049
 138	6.9000e-002	331.756592	31.578376
 139	6.9500e-002	340.576172	36.448473
 140	7.0000e-002	349.822998	41.126980
 141	7.0500e-002	358.367920	45.885831
 142	7.1000e-002	367.774963	50.644682
 143	7.1500e-002	376.770020	55.304648
 144	7.2000e-002	385.681152	59.779204
 145	7.2500e-002	394.927979	63.734612
 146	7.3000e-002	404.693604	66.874218
 147	7.3500e-002	413.887024	67.937234
 148	7.4000e-002	423.065186	68.369857
 149	7.4500e-002	431.983948	68.926086
 150	7.5000e-002	441.093445	69.272185
 151	7.5500e-002	449.638367	69.828414
 152	7.6000e-002	440.811157	70.174512
 153	7.6500e-002	431.640625	70.390824
 154	7.7000e-002	422.805786	70.730741
 155	7.7500e-002	413.711548	70.990315
 156	7.8000e-002	404.731750	71.249889
 157	7.8500e-002	396.026611	71.460020
 158	7.9000e-002	386.642456	71.694872
 159	7.9500e-002	377.983093	71.880282
 160	8.0000e-002	368.949890	71.972987
 161	8.0500e-002	359.970093	72.139856
 162	8.1000e-002	350.845337	72.189298
 163	8.1500e-002	341.712952	72.257282
 164	8.2000e-002	332.946777	72.479774
 165	8.2500e-002	323.768616	72.516856
 166	8.3000e-002	314.933777	72.436511
 167	8.3500e-002	305.816650	72.566298
 168	8.4000e-002	297.027588	72.677544
 169	8.4500e-002	287.757874	72.726987
 170	8.5000e-002	278.747559	72.726987
 171	8.5500e-002	269.813538	72.652823
 172	8.6000e-002	260.833740	72.708446
 173	8.6500e-002	251.853943	72.652823
 174	8.7000e-002	242.866516	72.547757
 175	8.7500e-002	233.947754	72.467413
 176	8.8000e-002	225.082397	72.510675
 177	8.8500e-002	215.850830	72.492134
 178	8.9000e-002	206.855774	72.510675
 179	8.9500e-002	197.929382	72.436511
 180	9.0000e-002	188.987732	72.306725
 181	9.0500e-002	179.801941	72.337626
 182	9.1000e-002	170.928955	72.214020
 183	9.1500e-002	161.972046	72.146036
 184	9.2000e-002	152.984619	72.146036
 185	9.2500e-002	143.791199	71.997708
 186	9.3000e-002	134.841919	71.867921
 187	9.3500e-002	125.946045	71.837020
 188	9.4000e-002	117.027283	71.781397
 189	9.4500e-002	107.818604	71.682512
 190	9.5000e-002	98.762512	71.626889
 191	9.5500e-002	89.889526	71.534184
 192	9.6000e-002	80.940247	71.435299
 193	9.6500e-002	71.823120	71.466200
 194	9.7000e-002	63.049316	71.324053
 195	9.7500e-002	53.947449	71.169545
 196	9.8000e-002	44.776917	71.095381
 197	9.8500e-002	35.736084	71.095381
 198	9.9000e-002	27.107239	70.872889
 199	9.9500e-002	17.745972	70.774004
 200	1.0000e-001	8.857727	70.687479
 201	1.0050e-001	-0.038147	70.464987
 202	1.0100e-001	-8.872986	70.384643
 203	1.0150e-001	-18.173218	70.007643
 204	1.0200e-001	-26.672363	69.439053
 205	1.0250e-001	-35.873413	68.771578
 206	1.0300e-001	-44.616699	67.683841
 207	1.0350e-001	-53.596497	66.379792
 208	1.0400e-001	-62.553406	64.828530
 209	1.0450e-001	-71.220398	63.209285
 210	1.0500e-001	-80.589294	61.324285
 211	1.0550e-001	-89.508057	59.581433
 212	1.0600e-001	-98.320007	57.764417
 213	1.0650e-001	-107.414246	55.854697
 214	1.0700e-001	-116.500854	53.938796
 215	1.0750e-001	-125.633240	51.911649
 216	1.0800e-001	-134.208679	49.699092
 217	1.0850e-001	-143.272400	47.251683
 218	1.0900e-001	-152.130127	44.526159
 219	1.0950e-001	-161.178589	41.510160
 220	1.1000e-001	-170.059204	38.172784
 221	1.1050e-001	-178.825378	34.526391
 222	1.1100e-001	-187.850952	30.731671
 223	1.1150e-001	-196.800232	26.831886
 224	1.1200e-001	-205.696106	22.660165
 225	1.1250e-001	-214.889526	18.265954
