»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/8/2018 - 13:13:47
Configured:	05/08/18 01:03:24 PM
Executed:	05/08/18 01:13:22 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	8.00e-002

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.19 [Index: 3]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	2.40
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	0.228882	-40.621135
   2	2.0000e-003	1.363754	-40.493395
   3	3.0000e-003	2.727509	-40.442299
   4	4.0000e-003	3.919601	-40.549601
   5	5.0000e-003	5.073547	-40.457628
   6	6.0000e-003	5.807877	-40.248135
   7	7.0000e-003	7.362366	-40.426971
   8	8.0000e-003	8.611679	-40.411642
   9	9.0000e-003	9.660721	-40.488286
  10	1.0000e-002	10.795593	-40.452519
  11	1.1000e-002	12.235641	-40.304341
  12	1.2000e-002	13.341904	-40.380984
  13	1.3000e-002	14.524460	-40.294122
  14	1.4000e-002	15.783310	-40.452519
  15	1.5000e-002	17.051697	-40.370765
  16	1.6000e-002	18.167496	-40.299231
  17	1.7000e-002	19.111633	-40.391204
  18	1.8000e-002	20.532608	-40.197040
  19	1.9000e-002	21.686554	-40.176601
  20	2.0000e-002	22.840500	-40.135725
  21	2.1000e-002	24.147034	-40.197040
  22	2.2000e-002	25.520325	-40.115287
  23	2.3000e-002	26.597977	-40.151054
  24	2.4000e-002	27.732849	-39.660534
  25	2.5000e-002	28.800964	-40.105067
  26	2.6000e-002	30.031204	-40.007985
  27	2.7000e-002	31.480789	-39.956890
  28	2.8000e-002	32.472610	-39.890465
  29	2.9000e-002	33.769608	-39.951780
  30	3.0000e-002	35.123825	-39.916013
  31	3.1000e-002	36.191940	-39.844479
  32	3.2000e-002	37.326813	-39.829150
  33	3.3000e-002	37.765503	-39.803602
  34	3.4000e-002	39.863586	-39.726959
  35	3.5000e-002	40.864944	-39.594110
  36	3.6000e-002	42.018890	-39.675863
  37	3.7000e-002	43.487549	-39.553233
  38	3.8000e-002	44.603348	-39.553233
  39	3.9000e-002	45.738220	-39.435713
  40	4.0000e-002	47.016144	-39.323302
  41	4.1000e-002	48.170090	-39.333521
  42	4.2000e-002	49.285889	-39.282426
  43	4.3000e-002	50.554276	-38.664167
  44	4.4000e-002	51.870346	-39.134248
