»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/1/2018 - 10:9:55
Configured:	08/01/18 09:14:22 AM
Executed:	08/01/18 10:09:15 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	-0.053406	-31.422843
   2	2.0000e-003	0.984192	-31.390632
   3	3.0000e-003	2.189636	-31.325526
   4	4.0000e-003	3.692627	-31.289204
   5	5.0000e-003	4.722595	-31.229581
   6	6.0000e-003	5.889893	-31.171328
   7	7.0000e-003	7.041931	-31.113076
   8	8.0000e-003	8.186340	-31.058250
   9	9.0000e-003	9.498596	-30.994514
  10	1.0000e-002	10.757446	-30.926667
  11	1.1000e-002	11.993408	-30.842372
  12	1.2000e-002	12.870789	-30.762874
  13	1.3000e-002	14.152527	-30.672412
  14	1.4000e-002	15.747070	-30.560018
  15	1.5000e-002	16.632080	-30.436660
  16	1.6000e-002	17.936707	-30.300280
  17	1.7000e-002	19.142151	-30.153620
  18	1.8000e-002	20.294189	-29.982289
  19	1.9000e-002	21.530151	-29.806161
  20	2.0000e-002	22.758484	-29.602619
  21	2.1000e-002	23.857117	-29.373035
  22	2.2000e-002	25.291443	-29.135227
  23	2.3000e-002	26.351929	-28.873433
  24	2.4000e-002	27.656555	-28.582855
  25	2.5000e-002	28.755188	-28.287480
  26	2.6000e-002	29.937744	-27.955097
  27	2.7000e-002	31.051636	-27.585022
  28	2.8000e-002	32.287598	-27.184107
  29	2.9000e-002	33.226013	-26.761261
  30	3.0000e-002	34.568787	-26.306890
  31	3.1000e-002	35.667419	-25.823736
  32	3.2000e-002	36.956787	-25.314540
  33	3.3000e-002	38.307190	-24.773133
  34	3.4000e-002	39.703369	-24.193348
  35	3.5000e-002	40.802002	-23.602597
  36	3.6000e-002	41.786194	-22.948797
  37	3.7000e-002	43.075562	-22.283347
  38	3.8000e-002	44.471741	-21.569238
  39	3.9000e-002	45.478821	-20.842793
  40	4.0000e-002	46.791077	-20.067005
  41	4.1000e-002	47.607422	-19.275455
  42	4.2000e-002	49.057007	-18.457176
  43	4.3000e-002	50.376892	-17.597779
  44	4.4000e-002	51.582336	-16.726730
  45	4.5000e-002	52.558899	-15.820045
  46	4.6000e-002	53.977966	-14.888688
  47	4.7000e-002	54.702759	-13.936772
  48	4.8000e-002	56.007385	-12.971834
  49	4.9000e-002	57.540894	-11.974686
  50	5.0000e-002	58.601379	-10.967943
  51	5.1000e-002	59.761047	-9.963942
  52	5.2000e-002	61.073303	-8.948290
  53	5.3000e-002	62.156677	-7.935380
  54	5.4000e-002	63.591003	-6.918357
  55	5.5000e-002	64.552307	-5.915041
  56	5.6000e-002	65.620422	-4.918578
  57	5.7000e-002	67.161560	-3.972830
  58	5.8000e-002	68.191528	-3.031193
