»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/5/2018 - 7:4:7
Configured:	06/05/18 05:57:41 AM
Executed:	06/05/18 07:03:44 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	4.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	2.0000e-003	-20.217896	-11.319858
   2	4.0000e-003	-19.218445	-11.251325
   3	6.0000e-003	-17.425537	-11.155380
   4	8.0000e-003	-16.731262	-11.021741
   5	1.0000e-002	-15.563965	-10.897698
   6	1.2000e-002	-14.442444	-10.719513
   7	1.4000e-002	-12.992859	-10.483761
   8	1.6000e-002	-12.107849	-10.221967
   9	1.8000e-002	-10.917664	-9.932760
  10	2.0000e-002	-9.376526	-9.616825
  11	2.2000e-002	-8.476257	-9.230302
  12	2.4000e-002	-6.797791	-8.816365
  13	2.6000e-002	-5.950928	-8.427786
  14	2.8000e-002	-4.707336	-7.941205
  15	3.0000e-002	-3.242493	-7.442288
  16	3.2000e-002	-2.456665	-6.948854
  17	3.4000e-002	-1.106262	-6.372496
  18	3.6000e-002	-0.297546	-5.803676
  19	3.8000e-002	1.342773	-5.238968
  20	4.0000e-002	2.235413	-4.601616
  21	4.2000e-002	3.639221	-3.960837
  22	4.4000e-002	4.798889	-3.284421
  23	4.6000e-002	6.187439	-2.580592
  24	4.8000e-002	7.240295	-1.866483
  25	5.0000e-002	8.522034	-1.142780
  26	5.2000e-002	9.681702	-0.386181
  27	5.4000e-002	10.910034	0.447175
  28	5.6000e-002	12.115479	1.254488
  29	5.8000e-002	13.244629	2.104291
  30	6.0000e-002	14.564514	2.949982
  31	6.2000e-002	15.762329	3.847758
  32	6.4000e-002	16.921997	4.756499
  33	6.6000e-002	18.127441	5.636457
  34	6.8000e-002	19.256592	6.582891
  35	7.0000e-002	20.660400	7.545772
  36	7.2000e-002	21.484375	8.522361
  37	7.4000e-002	23.002625	9.507173
  38	7.6000e-002	24.291992	10.502950
  39	7.8000e-002	25.543213	11.540533
  40	8.0000e-002	26.512146	12.613066
  41	8.2000e-002	27.793884	13.643795
  42	8.4000e-002	28.938293	14.689602
  43	8.6000e-002	30.410767	15.756653
  44	8.8000e-002	31.463623	16.833299
  45	9.0000e-002	32.249451	17.898294
  46	9.2000e-002	33.676147	18.950953
  47	9.4000e-002	35.171509	19.976885
  48	9.6000e-002	36.094666	21.079573
  49	9.8000e-002	37.521362	22.093169
  50	1.0000e-001	38.841248	23.066331
  51	1.0200e-001	39.695740	24.007967
  52	1.0400e-001	41.191101	24.935898
  53	1.0600e-001	41.999817	25.808316
  54	1.0800e-001	43.258667	26.597811
  55	1.1000e-001	44.448853	27.319458
  56	1.1200e-001	45.974731	27.973944
  57	1.1400e-001	46.806335	28.545505
  58	1.1600e-001	48.156738	29.049904
  59	1.1800e-001	49.240112	29.515240
  60	1.2000e-001	50.285339	29.907246
  61	1.2200e-001	51.879883	30.281434
  62	1.2400e-001	52.848816	30.587774
  63	1.2600e-001	54.054260	30.848197
  64	1.2800e-001	55.389404	31.122327
  65	1.3000e-001	56.564331	31.345058
  66	1.3200e-001	57.678223	31.573957
  67	1.3400e-001	58.631897	31.782981
  68	1.3600e-001	60.256958	31.940606
  69	1.3800e-001	61.424255	32.119476
  70	1.4000e-001	62.644958	32.277100
  71	1.4200e-001	63.743591	32.431984
  72	1.4400e-001	65.132141	32.582070
  73	1.4600e-001	66.215515	32.711596
  74	1.4800e-001	67.398071	32.826046
  75	1.5000e-001	68.138123	32.952146
  76	1.5200e-001	69.869995	33.046035
  77	1.5400e-001	70.846558	33.178988
  78	1.5600e-001	72.135925	33.266710
  79	1.5800e-001	73.219299	33.346893
  80	1.6000e-001	74.699402	33.455860
  81	1.6200e-001	75.691223	33.568938
  82	1.6400e-001	77.102661	33.620338
  83	1.6600e-001	77.995300	33.711486
  84	1.6800e-001	78.994751	33.781389
  85	1.7000e-001	80.825806	33.875964
  86	1.7200e-001	81.832886	33.928049
  87	1.7400e-001	83.068848	34.027421
  88	1.7600e-001	84.236145	34.091841
  89	1.7800e-001	85.418701	34.150094
  90	1.8000e-001	86.456299	34.233704
  91	1.8200e-001	87.577820	34.276879
  92	1.8400e-001	88.912964	34.341300
  93	1.8600e-001	90.232849	34.402979
  94	1.8800e-001	91.598511	34.458490
  95	1.9000e-001	92.552185	34.520855
  96	1.9200e-001	93.795776	34.555806
  97	1.9400e-001	95.062256	34.621598
  98	1.9600e-001	96.244812	34.681906
  99	1.9800e-001	97.640991	34.755921
 100	2.0000e-001	98.686218	34.758663
 101	2.0200e-001	99.777222	34.821027
 102	2.0400e-001	100.883484	34.861461
 103	2.0600e-001	102.500916	34.940959
 104	2.0800e-001	103.149414	34.972484
 105	2.1000e-001	104.515076	35.032107
 106	2.1200e-001	105.850220	35.060206
 107	2.1400e-001	106.864929	35.105437
 108	2.1600e-001	108.009338	35.147242
 109	2.1800e-001	109.405518	35.197271
 110	2.2000e-001	110.511780	35.223313
 111	2.2200e-001	111.564636	35.263747
 112	2.2400e-001	113.052368	35.305552
 113	2.2600e-001	114.196777	35.352840
 114	2.2800e-001	115.081787	35.372029
 115	2.3000e-001	116.630554	35.424799
 116	2.3200e-001	118.057251	35.461806
 117	2.3400e-001	118.904114	35.505667
 118	2.3600e-001	120.346069	35.538563
 119	2.3800e-001	121.391296	35.577626
 120	2.4000e-001	122.489929	35.590647
 121	2.4200e-001	123.710632	35.645473
 122	2.4400e-001	124.992371	35.689334
 123	2.4600e-001	125.923157	35.698929
 124	2.4800e-001	127.220154	35.729768
 125	2.5000e-001	128.562927	35.787336
 126	2.5200e-001	129.776001	35.833938
 127	2.5400e-001	131.103516	35.853812
 128	2.5600e-001	132.278442	35.856553
 129	2.5800e-001	133.209229	35.933995
 130	2.6000e-001	134.361267	35.953184
 131	2.6200e-001	135.734558	35.986080
 132	2.6400e-001	136.772156	35.996360
 133	2.6600e-001	138.107300	36.045703
 134	2.6800e-001	139.335632	36.081340
 135	2.7000e-001	140.594482	36.110124
 136	2.7200e-001	141.761780	36.144390
 137	2.7400e-001	143.028259	36.132054
 138	2.7600e-001	144.126892	36.193733
 139	2.7800e-001	145.332336	36.236224
 140	2.8000e-001	146.415710	36.261581
 141	2.8200e-001	147.659302	36.298588
 142	2.8400e-001	149.002075	36.346561
 143	2.8600e-001	150.016785	36.332854
 144	2.8800e-001	151.100159	36.398646
 145	2.9000e-001	152.458191	36.408926
 146	2.9200e-001	153.633118	36.441136
 147	2.9400e-001	154.808044	36.463066
 148	2.9600e-001	156.333923	36.506242
 149	2.9800e-001	157.264709	36.533655
 150	3.0000e-001	158.401489	36.564494
 151	3.0200e-001	159.851074	36.591222
 152	3.0400e-001	161.048889	36.611782
 153	3.0600e-001	162.178040	36.634398
 154	3.0800e-001	163.406372	36.678258
 155	3.1000e-001	164.474487	36.668664
 156	3.1200e-001	165.847778	36.723490
 157	3.1400e-001	166.984558	36.750217
 158	3.1600e-001	167.816162	36.786540
 159	3.1800e-001	169.593811	36.802302
 160	3.2000e-001	170.715332	36.843422
 161	3.2200e-001	171.585083	36.869464
 162	3.2400e-001	173.011780	36.897562
 163	3.2600e-001	174.430847	36.927717
 164	3.2800e-001	175.056458	36.945535
 165	3.3000e-001	176.818848	36.992137
 166	3.3200e-001	177.665710	37.006529
 167	3.3400e-001	178.993225	37.025718
 168	3.3600e-001	180.061340	37.048334
 169	3.3800e-001	181.350708	37.093565
 170	3.4000e-001	182.456970	37.090824
 171	3.4200e-001	183.868408	37.153874
 172	3.4400e-001	185.050964	37.157986
 173	3.4600e-001	185.935974	37.172378
 174	3.4800e-001	187.431335	37.225833
 175	3.5000e-001	188.652039	37.250505
 176	3.5200e-001	189.376831	37.265582
 177	3.5400e-001	191.093445	37.299848
 178	3.5600e-001	192.314148	37.315611
 179	3.5800e-001	193.237305	37.340282
 180	3.6000e-001	194.526672	37.364269
 181	3.6200e-001	195.594788	37.388255
 182	3.6400e-001	197.074890	37.411556
 183	3.6600e-001	198.074341	37.434857
 184	3.6800e-001	199.249268	37.473235
 185	3.7000e-001	200.302124	37.512984
 186	3.7200e-001	201.721191	37.513670
 187	3.7400e-001	203.216553	37.546565
 188	3.7600e-001	204.620361	37.573978
 189	3.7800e-001	205.513000	37.600706
 190	3.8000e-001	206.535339	37.605503
 191	3.8200e-001	207.710266	37.628804
 192	3.8400e-001	208.839417	37.661015
 193	3.8600e-001	210.227966	37.662385
 194	3.8800e-001	211.341858	37.708302
 195	3.9000e-001	212.455750	37.741198
 196	3.9200e-001	213.607788	37.758331
 197	3.9400e-001	214.683533	37.784373
 198	3.9600e-001	216.362000	37.804248
 199	3.9800e-001	217.292786	37.852906
 200	4.0000e-001	218.765259	37.843311
 201	4.0200e-001	219.421387	37.865927
 202	4.0400e-001	220.756531	37.856332
 203	4.0600e-001	222.190857	37.927606
 204	4.0800e-001	223.159790	37.946795
 205	4.1000e-001	224.380493	37.952278
 206	4.1200e-001	225.944519	37.985859
 207	4.1400e-001	226.737976	38.024237
 208	4.1600e-001	228.080750	38.037943
 209	4.1800e-001	229.583740	38.067412
 210	4.2000e-001	230.552673	38.081119
 211	4.2200e-001	231.613159	38.103049
 212	4.2400e-001	233.367920	38.134574
 213	4.2600e-001	234.115601	38.171582
 214	4.2800e-001	235.420227	38.179120
 215	4.3000e-001	236.610413	38.211331
 216	4.3200e-001	237.876892	38.233946
