»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/22/2018 - 6:22:57
Configured:	08/22/18 06:20:09 AM
Executed:	08/22/18 06:21:55 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	-3.50
Field:	-350.00 (kV/cm)
Hysteresis Period (ms):	4.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	801

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	0.076294	51.760231
   2	1.0000e-003	-3.326416	51.760231
   3	1.5000e-003	-7.148743	51.686067
   4	2.0000e-003	-10.368347	51.723149
   5	2.5000e-003	-13.923645	51.747870
   6	3.0000e-003	-17.372131	51.710788
   7	3.5000e-003	-21.171570	51.655165
   8	4.0000e-003	-24.543762	51.587182
   9	4.5000e-003	-27.839661	51.543919
  10	5.0000e-003	-31.669617	51.494477
  11	5.5000e-003	-34.904480	51.389411
  12	6.0000e-003	-38.223267	51.216362
  13	6.5000e-003	-41.923523	51.111296
  14	7.0000e-003	-45.417786	51.037132
  15	7.5000e-003	-48.805237	50.746657
  16	8.0000e-003	-52.223206	50.678674
  17	8.5000e-003	-55.755615	50.357297
  18	9.0000e-003	-59.280396	50.066821
  19	9.5000e-003	-62.828064	49.974116
  20	1.0000e-002	-66.329956	49.454969
  21	1.0500e-002	-69.931030	49.183035
  22	1.1000e-002	-73.669434	48.806035
  23	1.1500e-002	-76.721191	48.330150
  24	1.2000e-002	-80.245972	47.854265
  25	1.2500e-002	-83.900452	47.322757
  26	1.3000e-002	-87.318420	46.785068
  27	1.3500e-002	-90.827942	46.031068
  28	1.4000e-002	-94.161987	45.462478
  29	1.4500e-002	-97.808838	44.615774
  30	1.5000e-002	-101.211548	43.620741
  31	1.5500e-002	-104.568481	42.724594
  32	1.6000e-002	-108.078003	41.599775
  33	1.6500e-002	-111.526489	40.357529
  34	1.7000e-002	-115.142822	39.232710
  35	1.7500e-002	-118.522644	37.687628
  36	1.8000e-002	-122.047424	36.191989
  37	1.8500e-002	-125.473022	34.560383
  38	1.9000e-002	-128.929138	32.953498
  39	1.9500e-002	-132.385254	31.037597
  40	2.0000e-002	-135.864258	29.121696
  41	2.0500e-002	-139.442444	27.100730
  42	2.1000e-002	-142.784119	24.820189
  43	2.1500e-002	-146.263123	22.706518
  44	2.2000e-002	-149.620056	20.444519
