»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 9:3:15
Configured:	05/23/18 06:37:56 AM
Executed:	05/23/18 09:00:41 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Field (kV/cm):	0.03
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	-0.465393	-39.784098
   2	1.0000e-003	6.057739	-39.354764
   3	1.5000e-003	12.268066	-39.115704
   4	2.0000e-003	18.127441	-38.647340
   5	2.5000e-003	24.566650	-38.061885
   6	3.0000e-003	29.922485	-37.417885
   7	3.5000e-003	36.109924	-36.456763
   8	4.0000e-003	41.755676	-35.207792
   9	4.5000e-003	47.546387	-33.378246
  10	5.0000e-003	53.131104	-31.046184
  11	5.5000e-003	58.189392	-27.631031
  12	6.0000e-003	64.598083	-23.635301
  13	6.5000e-003	70.388794	-18.810177
  14	7.0000e-003	75.805664	-13.214204
  15	7.5000e-003	81.809998	-6.988868
  16	8.0000e-003	87.699890	-0.270773
  17	8.5000e-003	93.406677	6.988868
  18	9.0000e-003	99.525452	14.272902
  19	9.5000e-003	105.476379	21.488633
  20	1.0000e-002	111.854553	28.377486
  21	1.0500e-002	118.438721	34.329610
  22	1.1000e-002	125.030518	38.681491
  23	1.1500e-002	131.874084	41.311160
  24	1.2000e-002	137.756348	42.867494
  25	1.2500e-002	143.829346	43.974979
  26	1.3000e-002	150.093079	44.760465
  27	1.3500e-002	156.074524	45.384950
  28	1.4000e-002	162.139893	45.848435
  29	1.4500e-002	168.075562	46.199708
  30	1.5000e-002	174.255371	46.658314
  31	1.5500e-002	180.160522	47.024223
  32	1.6000e-002	186.439514	47.312072
  33	1.6500e-002	192.138672	47.551133
  34	1.7000e-002	198.211670	47.814587
  35	1.7500e-002	204.299927	48.131709
  36	1.8000e-002	210.166931	48.463467
  37	1.8500e-002	216.133118	48.653739
  38	1.9000e-002	222.198486	48.917194
  39	1.9500e-002	228.179932	49.151376
  40	2.0000e-002	234.184265	49.424588
  41	2.0500e-002	240.760803	49.727073
  42	2.1000e-002	246.627808	49.863679
  43	2.1500e-002	252.067566	50.132013
  44	2.2000e-002	257.667542	50.400346
  45	2.2500e-002	264.221191	50.536953
  46	2.3000e-002	270.431519	50.819922
  47	2.3500e-002	276.237488	51.039468
  48	2.4000e-002	282.356262	51.302923
  49	2.4500e-002	288.261414	51.459044
  50	2.5000e-002	294.120789	51.707862
  51	2.5500e-002	300.086975	51.800559
  52	2.6000e-002	294.181824	51.766408
  53	2.6500e-002	287.773132	51.566377
  54	2.7000e-002	281.837463	51.337074
  55	2.7500e-002	275.833130	51.234620
  56	2.8000e-002	269.950867	51.127286
  57	2.8500e-002	263.885498	50.985801
  58	2.9000e-002	257.843018	50.776013
  59	2.9500e-002	252.059937	50.683316
  60	3.0000e-002	245.826721	50.414983
  61	3.0500e-002	239.784241	50.312528
  62	3.1000e-002	233.718872	50.141771
  63	3.1500e-002	228.050232	49.868558
  64	3.2000e-002	221.870422	49.780740
  65	3.2500e-002	215.881348	49.502649
  66	3.3000e-002	209.915161	49.258709
  67	3.3500e-002	203.819275	49.102588
  68	3.4000e-002	197.883606	48.961103
  69	3.4500e-002	191.619873	48.663497
  70	3.5000e-002	185.981750	48.580558
  71	3.5500e-002	180.480957	48.312224
  72	3.6000e-002	174.018860	47.941436
  73	3.6500e-002	167.778015	47.746284
  74	3.7000e-002	161.766052	47.590163
  75	3.7500e-002	155.815125	47.282799
  76	3.8000e-002	149.780273	47.058375
  77	3.8500e-002	143.692017	46.853466
  78	3.9000e-002	137.809753	46.570496
  79	3.9500e-002	131.912231	46.204587
  80	4.0000e-002	125.892639	45.926495
  81	4.0500e-002	120.018005	45.614253
  82	4.1000e-002	114.021301	45.336162
  83	4.1500e-002	107.978821	45.116616
  84	4.2000e-002	102.005005	44.740949
  85	4.2500e-002	96.046448	44.428707
  86	4.3000e-002	89.836121	44.053040
  87	4.3500e-002	83.930969	43.735918
  88	4.4000e-002	77.682495	43.394403
  89	4.4500e-002	72.052002	42.955312
  90	4.5000e-002	65.948486	42.491827
  91	4.5500e-002	59.837341	42.062493
  92	4.6000e-002	53.894043	41.623402
  93	4.6500e-002	47.874451	40.989159
  94	4.7000e-002	42.030334	40.486644
  95	4.7500e-002	36.293030	39.769462
  96	4.8000e-002	30.044556	38.940067
  97	4.8500e-002	24.116516	37.900885
  98	4.9000e-002	18.508911	36.544581
  99	4.9500e-002	12.519836	34.905307
 100	5.0000e-002	6.782532	32.939155
 101	5.0500e-002	1.457214	30.387547
 102	5.1000e-002	-4.859924	27.513940
 103	5.1500e-002	-10.894775	24.176847
 104	5.2000e-002	-16.304016	20.181117
 105	5.2500e-002	-22.384644	15.595054
 106	5.3000e-002	-28.030396	10.462566
 107	5.3500e-002	-33.920288	4.778775
 108	5.4000e-002	-39.527893	-1.417289
 109	5.4500e-002	-45.753479	-7.886565
 110	5.5000e-002	-51.605225	-14.648569
 111	5.5500e-002	-57.518005	-21.625239
 112	5.6000e-002	-63.491821	-28.377486
 113	5.6500e-002	-69.816589	-34.632095
 114	5.7000e-002	-76.637268	-39.808492
 115	5.7500e-002	-83.885193	-43.048009
 116	5.8000e-002	-89.767456	-43.935949
 117	5.8500e-002	-96.237183	-44.418949
 118	5.9000e-002	-102.279663	-44.794616
 119	5.9500e-002	-107.833862	-45.111737
 120	6.0000e-002	-113.975525	-45.502041
 121	6.0500e-002	-119.842529	-45.858192
 122	6.1000e-002	-125.938416	-46.063102
 123	6.1500e-002	-131.668091	-46.375344
 124	6.2000e-002	-138.023376	-46.677829
 125	6.2500e-002	-144.248962	-46.985193
 126	6.3000e-002	-150.253296	-47.243769
