»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/16/2018 - 8:58:45
Configured:	05/15/18 08:22:15 PM
Executed:	05/16/18 08:58:25 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.19 [Index: 3]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Field (kV/cm):	0.03
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	0.205994	-33.615905
   2	2.0000e-003	1.510620	-33.569919
   3	3.0000e-003	2.593994	-33.692549
   4	4.0000e-003	3.662109	-33.626124
   5	5.0000e-003	4.890442	-33.631234
   6	6.0000e-003	6.187439	-33.273563
   7	7.0000e-003	7.316589	-33.631234
   8	8.0000e-003	8.552551	-33.227577
   9	9.0000e-003	9.666443	-32.496908
  10	1.0000e-002	10.986328	-32.941441
  11	1.1000e-002	12.092590	-33.227577
  12	1.2000e-002	13.214111	-32.956770
  13	1.3000e-002	14.495850	-32.859688
  14	1.4000e-002	15.708923	-32.726839
  15	1.5000e-002	17.051697	-32.931222
  16	1.6000e-002	18.203735	-32.553113
  17	1.7000e-002	19.279480	-32.394716
  18	1.8000e-002	20.477295	-32.205662
  19	1.9000e-002	21.575928	-32.062594
  20	2.0000e-002	22.460938	-32.169895
  21	2.1000e-002	24.284363	-31.704923
  22	2.2000e-002	25.344849	-31.464773
  23	2.3000e-002	26.481628	-31.311486
  24	2.4000e-002	27.763367	-30.897610
  25	2.5000e-002	29.914856	-29.880804
  26	2.6000e-002	29.960632	-30.463296
  27	2.7000e-002	31.227112	-30.820967
  28	2.8000e-002	32.592773	-29.834818
  29	2.9000e-002	33.851624	-29.533353
  30	3.0000e-002	35.018921	-29.109258
  31	3.1000e-002	36.140442	-28.812903
  32	3.2000e-002	37.422180	-28.506328
  33	3.3000e-002	38.452148	-28.230411
  34	3.4000e-002	39.634705	-27.673467
  35	3.5000e-002	40.824890	-27.239153
  36	3.6000e-002	42.221069	-26.896812
  37	3.7000e-002	43.190002	-26.518703
  38	3.8000e-002	44.418335	-26.115046
  39	3.9000e-002	45.997620	-25.369048
  40	4.0000e-002	47.004700	-24.944953
  41	4.1000e-002	48.126221	-24.536187
  42	4.2000e-002	49.186707	-23.749312
  43	4.3000e-002	50.407410	-23.197478
  44	4.4000e-002	51.689148	-22.477028
  45	4.5000e-002	52.902222	-21.909865
  46	4.6000e-002	53.855896	-21.230291
  47	4.7000e-002	55.229187	-20.402540
  48	4.8000e-002	56.419373	-19.646322
  49	4.9000e-002	57.624817	-18.772585
  50	5.0000e-002	58.807373	-18.036806
  51	5.1000e-002	59.448242	-17.265260
  52	5.2000e-002	61.233521	-16.146262
  53	5.3000e-002	62.400818	-14.807553
  54	5.4000e-002	63.438416	-13.898049
  55	5.5000e-002	64.880371	-12.804599
  56	5.6000e-002	65.673828	-11.516986
  57	5.7000e-002	67.291260	-10.469523
  58	5.8000e-002	68.283081	-8.987745
  59	5.9000e-002	69.572449	-7.638817
  60	6.0000e-002	70.762634	-6.417628
  61	6.1000e-002	71.769714	-4.808112
  62	6.2000e-002	73.104858	-3.188376
  63	6.3000e-002	74.279785	-0.894176
  64	6.4000e-002	75.263977	0.199273
  65	6.5000e-002	76.591492	1.757694
  66	6.6000e-002	77.507019	3.832183
  67	6.7000e-002	78.742981	5.508124
  68	6.8000e-002	80.070496	7.592831
  69	6.9000e-002	81.352234	9.580456
  70	7.0000e-002	82.511902	11.481219
  71	7.1000e-002	83.900452	13.443296
  72	7.2000e-002	84.915161	15.589318
  73	7.3000e-002	86.051941	17.638259
  74	7.4000e-002	87.280273	19.804719
  75	7.5000e-002	88.584900	21.787235
  76	7.6000e-002	90.011597	23.938367
  77	7.7000e-002	90.957642	25.992417
  78	7.8000e-002	92.178345	27.678577
  79	7.9000e-002	93.292236	29.645764
  80	8.0000e-002	94.657898	31.147979
  81	8.1000e-002	95.809937	32.113689
  82	8.2000e-002	96.771240	34.147301
  83	8.3000e-002	98.381042	36.012296
  84	8.4000e-002	99.403381	37.320348
  85	8.5000e-002	101.119995	38.618181
  86	8.6000e-002	100.662231	38.536427
  87	8.7000e-002	103.073120	40.294122
  88	8.8000e-002	104.370117	41.019682
  89	8.9000e-002	105.461121	41.617502
  90	9.0000e-002	106.857300	42.552555
  91	9.1000e-002	108.070374	42.736499
  92	9.2000e-002	109.107971	43.216800
  93	9.3000e-002	110.519409	43.554032
  94	9.4000e-002	111.511230	44.167181
  95	9.5000e-002	112.930298	43.840168
  96	9.6000e-002	114.059448	44.351126
  97	9.7000e-002	115.264893	44.519742
  98	9.8000e-002	116.485596	44.826316
  99	9.9000e-002	117.713928	45.321945
 100	1.0000e-001	118.949890	45.199315
 101	1.0100e-001	119.941711	45.214644
 102	1.0200e-001	120.979309	44.943836
 103	1.0300e-001	122.619629	45.659177
 104	1.0400e-001	123.886108	45.664287
 105	1.0500e-001	124.984741	45.771588
 106	1.0600e-001	126.113892	46.103710
 107	1.0700e-001	127.273560	46.016848
 108	1.0800e-001	128.547668	46.180354
 109	1.0900e-001	129.707336	46.190573
 110	1.1000e-001	130.981445	45.848232
 111	1.1100e-001	132.072449	46.527805
 112	1.1200e-001	133.377075	46.716860
 113	1.1300e-001	134.773254	46.844599
 114	1.1400e-001	135.650635	46.788394
 115	1.1500e-001	136.985779	46.875256
 116	1.1600e-001	138.214111	46.997886
 117	1.1700e-001	140.541077	48.275280
 118	1.1800e-001	140.525818	47.554830
 119	1.1900e-001	141.906738	47.263584
 120	1.2000e-001	142.791748	47.396433
 121	1.2100e-001	144.226074	47.631474
 122	1.2200e-001	145.759583	47.851186
 123	1.2300e-001	146.606445	47.585488
 124	1.2400e-001	147.666931	47.651912
 125	1.2500e-001	148.948669	47.289132
 126	1.2600e-001	149.971008	47.902281
 127	1.2700e-001	151.245117	47.718337
 128	1.2800e-001	152.610779	48.030021
 129	1.2900e-001	153.724670	48.265061
 130	1.3000e-001	154.983521	48.316157
 131	1.3100e-001	156.234741	48.300828
 132	1.3200e-001	157.318115	48.377472
 133	1.3300e-001	158.592224	49.082594
 134	1.3400e-001	159.774780	48.525650
 135	1.3500e-001	161.003113	48.791348
 136	1.3600e-001	162.208557	49.087703
 137	1.3700e-001	163.284302	48.847553
 138	1.3800e-001	164.169312	48.459225
 139	1.3900e-001	165.611267	48.949745
 140	1.4000e-001	166.931152	48.745362
 141	1.4100e-001	167.999268	49.046827
 142	1.4200e-001	169.212341	49.174566
 143	1.4300e-001	170.707703	49.179676
 144	1.4400e-001	171.905518	49.537346
 145	1.4500e-001	173.034668	49.424935
 146	1.4600e-001	174.232483	49.547565
 147	1.4700e-001	175.422668	49.522017
 148	1.4800e-001	176.139832	49.578223
 149	1.4900e-001	177.909851	49.941002
 150	1.5000e-001	178.245544	49.562894
 151	1.5100e-001	180.023193	49.552675
 152	1.5200e-001	181.327820	49.900126
 153	1.5300e-001	182.334900	49.976769
 154	1.5400e-001	183.753967	49.981879
 155	1.5500e-001	184.867859	50.201591
 156	1.5600e-001	186.271667	50.124947
 157	1.5700e-001	187.309265	50.329330
 158	1.5800e-001	188.682556	50.283344
 159	1.5900e-001	190.315247	50.610357
 160	1.6000e-001	190.795898	50.543933
 161	1.6100e-001	192.131042	50.457070
 162	1.6200e-001	193.382263	50.579700
 163	1.6300e-001	194.488525	50.589919
 164	1.6400e-001	196.159363	51.151972
 165	1.6500e-001	196.929932	50.784083
 166	1.6600e-001	198.341370	50.400864
 167	1.6700e-001	199.317932	50.901603
 168	1.6800e-001	200.569153	50.988466
 169	1.6900e-001	201.728821	50.983356
 170	1.7000e-001	202.972412	51.003794
 171	1.7100e-001	204.071045	51.054890
 172	1.7200e-001	205.467224	51.208177
 173	1.7300e-001	206.657410	51.151972
 174	1.7400e-001	207.466125	51.203068
 175	1.7500e-001	209.136963	51.657820
 176	1.7600e-001	210.136414	51.356355
 177	1.7700e-001	211.357117	51.499423
 178	1.7800e-001	213.050842	51.576067
 179	1.7900e-001	213.485718	51.652711
 180	1.8000e-001	214.851379	51.708916
 181	1.8100e-001	216.117859	51.197958
 182	1.8200e-001	217.323303	51.800888
 183	1.8300e-001	218.482971	51.908189
 184	1.8400e-001	219.810486	51.877532
 185	1.8500e-001	220.932007	51.805998
 186	1.8600e-001	222.129822	51.979724
 187	1.8700e-001	223.037720	51.887751
 188	1.8800e-001	224.601746	52.076806
 189	1.8900e-001	225.769043	52.199435
 190	1.9000e-001	226.951599	52.092134
 191	1.9100e-001	228.141785	51.949066
 192	1.9200e-001	229.095459	52.097244
 193	1.9300e-001	230.552673	52.347613
 194	1.9400e-001	231.742859	52.393599
 195	1.9500e-001	233.055115	52.679736
 196	1.9600e-001	234.771729	52.204545
 197	1.9700e-001	235.282898	52.577544
 198	1.9800e-001	236.541748	52.649078
 199	1.9900e-001	237.663269	52.633749
 200	2.0000e-001	238.929749	52.996529
 201	2.0100e-001	240.013123	52.695064
 202	2.0200e-001	241.424561	52.950543
 203	2.0300e-001	242.729187	52.776818
 204	2.0400e-001	243.774414	52.976091
 205	2.0500e-001	244.834900	53.098721
 206	2.0600e-001	245.643616	52.853461
 207	2.0700e-001	247.070313	52.960762
 208	2.0800e-001	248.481750	53.022077
