»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.12.0
»»»  Vision Version:	5.12.5 (R)
»»»  Vision Compiled:	2/24/17
»»»  Driver Version:	5.12.4
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF0910-256
»»»  Tester S/N:	PMF0910-256
»»»  Internal Amp Type:	 RTI 100V      
»»»  Internal Amp S/N:	 iAB1-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/19/2017 - 11:23:32
Configured:	06/19/17 10:57:34 AM
Executed:	06/19/17 11:21:59 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.96e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF0910-256
Tester Serial Number:	PMF0910-256
Return Signal Amp. Level:	2.0 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-2
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	8.00e-002
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	801

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization
   1	1.0000e-004	0.0298	-12.359825
   2	2.0000e-004	0.0613	-12.207301
   3	3.0000e-004	0.0915	-12.097741
   4	4.0000e-004	0.1187	-11.921586
   5	5.0000e-004	0.1517	-11.683133
   6	6.0000e-004	0.1820	-11.425346
   7	7.0000e-004	0.2095	-11.064444
   8	8.0000e-004	0.2396	-10.591834
   9	9.0000e-004	0.2696	-10.132113
  10	1.0000e-003	0.2985	-9.545647
  11	1.1000e-003	0.3304	-8.860363
  12	1.2000e-003	0.3577	-8.095594
  13	1.3000e-003	0.3876	-7.216969
  14	1.4000e-003	0.4161	-6.383457
  15	1.5000e-003	0.4482	-5.502684
  16	1.6000e-003	0.4766	-4.450052
  17	1.7000e-003	0.5067	-3.283565
  18	1.8000e-003	0.5357	-2.233082
  19	1.9000e-003	0.5670	-1.098818
  20	2.0000e-003	0.5960	0.129968
  21	2.1000e-003	0.6289	1.354457
  22	2.2000e-003	0.6548	2.679913
  23	2.3000e-003	0.6860	4.061223
  24	2.4000e-003	0.7183	5.313640
  25	2.5000e-003	0.7470	6.645541
  26	2.6000e-003	0.7787	7.958107
  27	2.7000e-003	0.8073	9.360900
  28	2.8000e-003	0.8322	10.675615
  29	2.9000e-003	0.8663	11.955958
  30	3.0000e-003	0.8952	13.244894
  31	3.1000e-003	0.9283	14.430716
  32	3.2000e-003	0.9596	15.713207
  33	3.3000e-003	0.9883	16.875398
  34	3.4000e-003	1.0170	18.003217
  35	3.5000e-003	1.0486	19.096665
  36	3.6000e-003	1.0757	20.228781
  37	3.7000e-003	1.1079	21.317932
  38	3.8000e-003	1.1368	22.314709
  39	3.9000e-003	1.1695	23.232002
  40	4.0000e-003	1.1965	24.222335
  41	4.1000e-003	1.2321	25.174000
  42	4.2000e-003	1.2634	26.114923
  43	4.3000e-003	1.2889	27.006437
  44	4.4000e-003	1.3179	27.717500
  45	4.5000e-003	1.3503	28.611163
  46	4.6000e-003	1.3761	29.564976
  47	4.7000e-003	1.4081	30.295373
  48	4.8000e-003	1.4394	31.049401
  49	4.9000e-003	1.4710	31.799132
  50	5.0000e-003	1.4996	32.501602
  51	5.1000e-003	1.5310	33.393117
  52	5.2000e-003	1.5594	33.958100
  53	5.3000e-003	1.5920	34.297520
  54	5.4000e-003	1.6222	34.604717
  55	5.5000e-003	1.6502	34.830280
  56	5.6000e-003	1.6799	35.464007
  57	5.7000e-003	1.7138	35.481193
  58	5.8000e-003	1.7440	35.483342
  59	5.9000e-003	1.7727	35.515565
  60	6.0000e-003	1.7989	35.612235
  61	6.1000e-003	1.8323	36.194405
  62	6.2000e-003	1.8615	36.076252
  63	6.3000e-003	1.8961	36.037584
  64	6.4000e-003	1.9203	36.041881
  65	6.5000e-003	1.9534	36.117069
  66	6.6000e-003	1.9804	36.677756
  67	6.7000e-003	2.0142	36.525232
  68	6.8000e-003	2.0431	36.409227
  69	6.9000e-003	2.0741	36.417820
  70	7.0000e-003	2.1021	36.482267
  71	7.1000e-003	2.1337	36.999990
  72	7.2000e-003	2.1609	36.883986
  73	7.3000e-003	2.1947	36.740054
  74	7.4000e-003	2.2225	36.795908
  75	7.5000e-003	2.2501	36.834576
  76	7.6000e-003	2.2797	37.352299
  77	7.7000e-003	2.3135	37.234147
  78	7.8000e-003	2.3421	37.115994
  79	7.9000e-003	2.3746	37.103105
  80	8.0000e-003	2.4007	37.158959
  81	8.1000e-003	2.4354	37.708905
  82	8.2000e-003	2.4621	37.513416
  83	8.3000e-003	2.4925	37.474748
  84	8.4000e-003	2.5246	37.365188
  85	8.5000e-003	2.5625	37.483341
  86	8.6000e-003	2.5790	37.981730
  87	8.7000e-003	2.6138	37.805575
  88	8.8000e-003	2.6406	37.734684
  89	8.9000e-003	2.6740	37.683126
  90	9.0000e-003	2.7034	37.762611
  91	9.1000e-003	2.7334	38.297519
  92	9.2000e-003	2.7608	38.052621
  93	9.3000e-003	2.7941	38.003212
  94	9.4000e-003	2.8206	37.943062
  95	9.5000e-003	2.8585	38.069807
  96	9.6000e-003	2.8809	38.518786
  97	9.7000e-003	2.9140	38.349077
  98	9.8000e-003	2.9421	38.295371
  99	9.9000e-003	2.9755	38.224479
 100	1.0000e-002	3.0013	38.295371
 101	1.0100e-002	2.9694	38.757240
 102	1.0200e-002	2.9402	38.465081
 103	1.0300e-002	2.9072	38.349077
 104	1.0400e-002	2.8786	38.190108
 105	1.0500e-002	2.8504	38.144995
 106	1.0600e-002	2.8167	38.621901
 107	1.0700e-002	2.7920	38.278185
 108	1.0800e-002	2.7571	38.127809
 109	1.0900e-002	2.7297	38.016101
 110	1.1000e-002	2.7008	37.979581
 111	1.1100e-002	2.6719	38.419968
 112	1.1200e-002	2.6389	38.104179
 113	1.1300e-002	2.6096	37.917283
 114	1.1400e-002	2.5823	37.773352
 115	1.1500e-002	2.5484	37.713201
 116	1.1600e-002	2.5094	38.162181
 117	1.1700e-002	2.4955	37.958099
 118	1.1800e-002	2.4595	37.751869
 119	1.1900e-002	2.4269	37.569270
 120	1.2000e-002	2.4001	37.592901
 121	1.2100e-002	2.3691	37.970989
 122	1.2200e-002	2.3400	37.696015
 123	1.2300e-002	2.3107	37.500527
 124	1.2400e-002	2.2799	37.466155
 125	1.2500e-002	2.2505	37.414598
 126	1.2600e-002	2.2197	37.721794
 127	1.2700e-002	2.1879	37.474748
 128	1.2800e-002	2.1597	37.326520
 129	1.2900e-002	2.1334	37.167552
 130	1.3000e-002	2.0974	37.204071
 131	1.3100e-002	2.0712	37.479045
 132	1.3200e-002	2.0380	37.268518
 133	1.3300e-002	2.0089	37.128884
 134	1.3400e-002	1.9776	36.922654
 135	1.3500e-002	1.9479	36.944136
 136	1.3600e-002	1.9195	37.292149
 137	1.3700e-002	1.8897	36.989249
 138	1.3800e-002	1.8559	36.860355
 139	1.3900e-002	1.8313	36.656274
 140	1.4000e-002	1.7976	36.656274
 141	1.4100e-002	1.7719	37.105253
 142	1.4200e-002	1.7395	36.793760
 143	1.4300e-002	1.7072	36.578937
 144	1.4400e-002	1.6787	36.439303
 145	1.4500e-002	1.6506	36.445747
 146	1.4600e-002	1.6173	36.789464
 147	1.4700e-002	1.5904	36.523083
 148	1.4800e-002	1.5560	36.359818
 149	1.4900e-002	1.5308	36.215887
 150	1.5000e-002	1.4992	36.183664
 151	1.5100e-002	1.4683	36.518787
 152	1.5200e-002	1.4391	36.237369
 153	1.5300e-002	1.4101	36.026843
 154	1.5400e-002	1.3772	35.949507
 155	1.5500e-002	1.3473	35.906542
 156	1.5600e-002	1.3171	36.271741
 157	1.5700e-002	1.2908	35.988175
 158	1.5800e-002	1.2560	35.792686
 159	1.5900e-002	1.2226	35.629421
 160	1.6000e-002	1.2025	35.616532
 161	1.6100e-002	1.1712	35.940914
 162	1.6200e-002	1.1401	35.627273
 163	1.6300e-002	1.1114	35.416746
 164	1.6400e-002	1.0769	35.313632
 165	1.6500e-002	1.0526	35.247037
 166	1.6600e-002	1.0210	35.603642
 167	1.6700e-002	0.9866	35.307187
 168	1.6800e-002	0.9599	35.150366
 169	1.6900e-002	0.9299	34.933395
 170	1.7000e-002	0.8995	34.903320
 171	1.7100e-002	0.8723	35.247037
 172	1.7200e-002	0.8389	34.935544
 173	1.7300e-002	0.8110	34.716424
 174	1.7400e-002	0.7794	34.525232
 175	1.7500e-002	0.7516	34.523084
 176	1.7600e-002	0.7172	34.808798
 177	1.7700e-002	0.6916	34.499454
 178	1.7800e-002	0.6594	34.153589
 179	1.7900e-002	0.6301	34.056919
 180	1.8000e-002	0.5946	33.949507
 181	1.8100e-002	0.5706	34.286779
 182	1.8200e-002	0.5391	33.891505
 183	1.8300e-002	0.5080	33.588605
 184	1.8400e-002	0.4787	33.369486
 185	1.8500e-002	0.4498	33.242741
 186	1.8600e-002	0.4213	33.448970
 187	1.8700e-002	0.3898	32.984953
 188	1.8800e-002	0.3569	32.630496
 189	1.8900e-002	0.3326	32.235222
 190	1.9000e-002	0.3015	31.917285
 191	1.9100e-002	0.2739	32.001065
 192	1.9200e-002	0.2387	31.421044
 193	1.9300e-002	0.2094	30.838874
 194	1.9400e-002	0.1806	30.282484
 195	1.9500e-002	0.1534	29.642312
 196	1.9600e-002	0.1217	29.388821
 197	1.9700e-002	0.0948	28.520937
 198	1.9800e-002	0.0635	27.640164
 199	1.9900e-002	0.0357	26.686351
 200	2.0000e-002	-0.0001	25.977437
 201	2.0100e-002	-0.0333	25.240595
 202	2.0200e-002	-0.0519	23.983882
 203	2.0300e-002	-0.0832	22.830284
 204	2.0400e-002	-0.1178	21.648759
 205	2.0500e-002	-0.1434	20.510198
 206	2.0600e-002	-0.1723	19.534903
 207	2.0700e-002	-0.2043	17.981735
 208	2.0800e-002	-0.2325	16.542423
 209	2.0900e-002	-0.2622	15.111704
 210	2.1000e-002	-0.2921	13.764765
 211	2.1100e-002	-0.3244	12.493015
 212	2.1200e-002	-0.3522	10.669170
 213	2.1300e-002	-0.3831	8.972071
 214	2.1400e-002	-0.4134	7.384531
 215	2.1500e-002	-0.4430	5.738989
 216	2.1600e-002	-0.4745	4.323307
 217	2.1700e-002	-0.5012	2.361976
 218	2.1800e-002	-0.5357	0.540279
 219	2.1900e-002	-0.5618	-1.317937
 220	2.2000e-002	-0.5930	-2.950590
 221	2.2100e-002	-0.6240	-4.447904
 222	2.2200e-002	-0.6561	-6.435014
 223	2.2300e-002	-0.6811	-8.209450
 224	2.2400e-002	-0.7138	-9.704616
 225	2.2500e-002	-0.7449	-11.300749
 226	2.2600e-002	-0.7770	-12.561758
 227	2.2700e-002	-0.8032	-14.254561
 228	2.2800e-002	-0.8359	-15.680984
 229	2.2900e-002	-0.8624	-16.963475
 230	2.3000e-002	-0.8969	-18.084850
 231	2.3100e-002	-0.9273	-19.092369
 232	2.3200e-002	-0.9583	-20.329747
 233	2.3300e-002	-0.9849	-21.483345
 234	2.3400e-002	-1.0172	-22.383453
 235	2.3500e-002	-1.0471	-23.225558
 236	2.3600e-002	-1.0787	-24.044032
 237	2.3700e-002	-1.1074	-25.047254
 238	2.3800e-002	-1.1359	-25.912990
 239	2.3900e-002	-1.1655	-26.667017
 240	2.4000e-002	-1.1978	-27.309337
 241	2.4100e-002	-1.2283	-27.784096
 242	2.4200e-002	-1.2582	-28.634793
 243	2.4300e-002	-1.2958	-29.337264
 244	2.4400e-002	-1.3168	-29.796984
 245	2.4500e-002	-1.3471	-30.291077
 246	2.4600e-002	-1.3785	-30.505899
 247	2.4700e-002	-1.4128	-31.184739
 248	2.4800e-002	-1.4401	-31.605792
 249	2.4900e-002	-1.4658	-32.016103
