»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/15/2018 - 20:26:49
Configured:	05/15/18 08:22:15 PM
Executed:	05/15/18 08:25:56 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	2.0 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Field (kV/cm):	0.03
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	4.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	801

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	-0.564575	-21.758577
   2	1.0000e-003	3.234863	-21.465205
   3	1.5000e-003	6.156921	-21.323078
   4	2.0000e-003	9.346008	-21.108010
   5	2.5000e-003	12.168884	-20.828047
   6	3.0000e-003	15.106201	-20.437064
   7	3.5000e-003	17.967224	-19.936669
   8	4.0000e-003	20.713806	-19.259286
   9	4.5000e-003	23.910522	-18.573322
  10	5.0000e-003	26.641846	-17.658346
  11	5.5000e-003	29.731750	-16.578717
  12	6.0000e-003	32.684326	-15.369296
  13	6.5000e-003	35.598755	-14.041347
  14	7.0000e-003	38.864136	-12.529973
  15	7.5000e-003	41.580200	-10.882909
  16	8.0000e-003	44.708252	-9.118924
  17	8.5000e-003	47.256470	-7.202623
  18	9.0000e-003	50.460815	-5.143658
  19	9.5000e-003	53.565979	-3.028379
  20	1.0000e-002	56.343079	-0.777944
  21	1.0500e-002	59.494019	1.641970
  22	1.1000e-002	62.210083	3.903130
  23	1.1500e-002	65.223694	6.280138
  24	1.2000e-002	68.283081	8.589568
  25	1.2500e-002	71.342468	10.861992
  26	1.3000e-002	74.363708	12.972981
  27	1.3500e-002	77.606201	15.016928
  28	1.4000e-002	80.444336	16.893542
  29	1.4500e-002	83.862305	18.571177
  30	1.5000e-002	86.410522	20.238086
  31	1.5500e-002	89.706421	21.531174
  32	1.6000e-002	93.101501	22.859123
  33	1.6500e-002	96.427917	24.145775
  34	1.7000e-002	98.915100	25.275819
  35	1.7500e-002	101.905823	26.324877
  36	1.8000e-002	104.682922	27.305822
  37	1.8500e-002	108.291626	28.216508
  38	1.9000e-002	111.640930	28.957177
  39	1.9500e-002	114.151001	29.705892
  40	2.0000e-002	116.920471	30.396146
  41	2.0500e-002	119.941711	30.971627
  42	2.1000e-002	123.161316	31.403371
  43	2.1500e-002	126.068115	31.820098
  44	2.2000e-002	129.035950	32.192847
  45	2.2500e-002	132.102966	32.532879
