»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/19/2018 - 5:34:20
Configured:	06/19/18 05:20:53 AM
Executed:	06/19/18 05:33:53 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	0.106812	-31.810737
   2	2.0000e-003	1.022339	-31.755225
   3	3.0000e-003	2.433777	-31.762764
   4	4.0000e-003	3.433228	-31.739463
   5	5.0000e-003	4.562378	-31.721644
   6	6.0000e-003	5.935669	-31.688749
   7	7.0000e-003	7.072449	-31.669560
   8	8.0000e-003	8.140564	-31.645573
   9	9.0000e-003	9.483337	-31.600342
  10	1.0000e-002	10.650635	-31.564020
  11	1.1000e-002	12.008667	-31.531124
  12	1.2000e-002	13.420105	-31.483151
  13	1.3000e-002	14.190674	-31.438605
  14	1.4000e-002	15.762329	-31.383779
  15	1.5000e-002	16.822815	-31.325526
  16	1.6000e-002	17.829895	-31.254938
  17	1.7000e-002	19.393921	-31.200112
  18	1.8000e-002	20.408630	-31.119244
  19	1.9000e-002	21.598816	-31.029466
  20	2.0000e-002	22.598267	-30.939003
  21	2.1000e-002	23.689270	-30.803994
  22	2.2000e-002	25.131226	-30.730664
  23	2.3000e-002	26.344299	-30.613474
  24	2.4000e-002	27.381897	-30.488744
  25	2.5000e-002	28.411865	-30.346197
  26	2.6000e-002	29.716492	-30.196111
  27	2.7000e-002	31.036377	-30.032318
  28	2.8000e-002	32.363892	-29.835630
  29	2.9000e-002	33.538818	-29.623864
  30	3.0000e-002	34.805298	-29.428546
  31	3.1000e-002	36.010742	-29.174976
  32	3.2000e-002	37.162781	-28.917979
  33	3.3000e-002	38.452148	-28.632884
  34	3.4000e-002	39.131165	-28.334768
  35	3.5000e-002	40.473938	-27.970175
  36	3.6000e-002	41.831970	-27.626827
  37	3.7000e-002	43.045044	-27.188219
  38	3.8000e-002	44.395447	-26.715344
  39	3.9000e-002	45.867920	-26.189015
  40	4.0000e-002	46.691895	-25.675021
  41	4.1000e-002	47.775269	-25.080844
  42	4.2000e-002	48.973083	-24.429785
  43	4.3000e-002	50.170898	-23.710194
  44	4.4000e-002	51.406860	-22.937147
