»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 7:4:57
Configured:	05/23/18 06:47:10 AM
Executed:	05/23/18 06:47:34 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    40	112.500000	5.119406642876e-009	2.19847e+008	1.72668e+009
    41	100.000000	4.504468710121e-009	2.22202e+008	1.74517e+009
    42	87.500000	3.844570784099e-009	2.27558e+008	1.78724e+009
    43	75.000000	3.287745538712e-009	2.27809e+008	1.78921e+009
    44	62.500000	2.761871251426e-009	2.25301e+008	1.76952e+009
    45	50.000000	2.185001214317e-009	2.28288e+008	1.79297e+009
    46	37.500000	1.660718847517e-009	2.27634e+008	1.78784e+009
    47	25.000000	1.079313941605e-009	2.31360e+008	1.81710e+009
    48	12.500000	5.160212092352e-010	2.37448e+008	1.86491e+009
    49	0.000000	4.555299977701e-013	2.51226e+009	1.97313e+010
    50	0.000000	2.733632421118e-012	1.39547e+008	1.09600e+009
    51	-12.500000	5.782001061004e-010	2.16135e+008	1.69753e+009
    52	-25.000000	1.275520033336e-009	1.97984e+008	1.55497e+009
    53	-37.500000	2.102099162995e-009	1.77987e+008	1.39791e+009
    54	-50.000000	2.999166909560e-009	1.67079e+008	1.31224e+009
    55	-62.500000	4.028522257075e-009	1.55087e+008	1.21805e+009
    56	-75.000000	5.327154426837e-009	1.40954e+008	1.10705e+009
    57	-87.500000	6.738313006473e-009	1.29528e+008	1.01732e+009
    58	-100.000000	8.355546441901e-009	1.19707e+008	9.40175e+008
    59	-112.500000	9.939623835405e-009	1.13286e+008	8.89750e+008
    60	-125.000000	1.195876866667e-008	1.04303e+008	8.19192e+008
    61	-137.500000	1.421092043391e-008	9.67276e+007	7.59698e+008
    62	-150.000000	1.683163934856e-008	8.90735e+007	6.99583e+008
    63	-162.500000	1.937100224997e-008	8.39623e+007	6.59440e+008
    64	-175.000000	2.259011228206e-008	7.74216e+007	6.08069e+008
    65	-187.500000	2.602730098254e-008	7.20896e+007	5.66192e+008
    66	-200.000000	3.031439840957e-008	6.59390e+007	5.17885e+008
    67	-212.500000	3.513081961347e-008	6.04387e+007	4.74685e+008
    68	-225.000000	3.959410120804e-008	5.68609e+007	4.46586e+008
    69	-237.500000	4.551379726007e-008	5.21324e+007	4.09448e+008
    70	-250.000000	5.168805624221e-008	4.83641e+007	3.79852e+008
    71	-262.500000	5.794372323691e-008	4.52678e+007	3.55533e+008
    72	-275.000000	6.513210595366e-008	4.22397e+007	3.31750e+008
    73	-287.500000	7.212652572574e-008	3.99090e+007	3.13445e+008
    74	-300.000000	8.016877257154e-008	3.74214e+007	2.93908e+008
    75	-287.500000	7.337773412715e-008	3.91910e+007	3.07806e+008
    76	-275.000000	6.557195642772e-008	4.19366e+007	3.29370e+008
    77	-262.500000	5.852068729761e-008	4.48319e+007	3.52110e+008
    78	-250.000000	5.243557264806e-008	4.76732e+007	3.74425e+008
    79	-237.500000	4.633974301724e-008	5.12608e+007	4.02602e+008
    80	-225.000000	4.071992876807e-008	5.52757e+007	4.34136e+008
    81	-212.500000	3.609979668153e-008	5.87720e+007	4.61596e+008
    82	-200.000000	3.101785996394e-008	6.45542e+007	5.07009e+008
    83	-187.500000	2.753775930617e-008	6.80468e+007	5.34439e+008
    84	-175.000000	2.349377602124e-008	7.44631e+007	5.84833e+008
    85	-162.500000	1.979459999321e-008	8.20808e+007	6.44662e+008
    86	-150.000000	1.713676705285e-008	8.74608e+007	6.86917e+008
    87	-137.500000	1.470757585538e-008	9.35598e+007	7.34819e+008
    88	-125.000000	1.233608386108e-008	1.01285e+008	7.95496e+008
    89	-112.500000	1.006216811988e-008	1.11747e+008	8.77663e+008
    90	-100.000000	8.326488452822e-009	1.20161e+008	9.43744e+008
    91	-87.500000	6.750062565327e-009	1.29608e+008	1.01794e+009
    92	-75.000000	5.350261942331e-009	1.40017e+008	1.09970e+009
    93	-62.500000	4.079049281106e-009	1.52623e+008	1.19870e+009
    94	-50.000000	3.010179859976e-009	1.66316e+008	1.30625e+009
    95	-37.500000	2.055071961916e-009	1.82394e+008	1.43252e+009
    96	-25.000000	1.240266658095e-009	2.00659e+008	1.57598e+009
    97	-12.500000	5.588432775349e-010	2.26216e+008	1.77670e+009
    98	0.000000	1.891931858210e-012	8.06519e+008	6.33440e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

