»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 12:6:32
Configured:	05/23/18 06:47:10 AM
Executed:	05/23/18 11:50:56 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    71	-262.500000	1.021031435624e-008	2.56926e+008	2.01789e+009
    72	-275.000000	1.115581622974e-008	2.46427e+008	1.93544e+009
    73	-287.500000	1.349312931933e-008	2.13002e+008	1.67292e+009
    74	-300.000000	1.533257665995e-008	1.95624e+008	1.53643e+009
    75	-287.500000	1.411243420874e-008	2.03817e+008	1.60078e+009
    76	-275.000000	1.265571087661e-008	2.17511e+008	1.70833e+009
    77	-262.500000	1.085832257612e-008	2.41424e+008	1.89614e+009
    78	-250.000000	8.980937701056e-009	2.78180e+008	2.18483e+009
    79	-237.500000	8.502295604677e-009	2.79151e+008	2.19246e+009
    80	-225.000000	7.806462703295e-009	2.88172e+008	2.26330e+009
    81	-212.500000	6.500858700988e-009	3.26976e+008	2.56807e+009
    82	-200.000000	5.517400937658e-009	3.61143e+008	2.83641e+009
    83	-187.500000	5.044251497028e-009	3.71725e+008	2.91953e+009
    84	-175.000000	4.110946272572e-009	4.25589e+008	3.34257e+009
    85	-162.500000	3.681061705856e-009	4.41424e+008	3.46694e+009
    86	-150.000000	2.898993330693e-009	5.16847e+008	4.05932e+009
    87	-137.500000	2.575589179178e-009	5.33521e+008	4.19027e+009
    88	-125.000000	1.933241424999e-009	6.46622e+008	5.07857e+009
    89	-112.500000	1.434387082604e-009	7.84594e+008	6.16220e+009
    90	-100.000000	1.081449389518e-009	9.25024e+008	7.26514e+009
    91	-87.500000	8.347728377339e-010	1.04894e+009	8.23837e+009
    92	-75.000000	5.962047486286e-010	1.25829e+009	9.88261e+009
    93	-62.500000	4.245296223792e-010	1.46934e+009	1.15402e+010
    94	-50.000000	2.981004167168e-010	1.67227e+009	1.31340e+010
    95	-37.500000	1.986102134299e-010	1.90264e+009	1.49433e+010
    96	-25.000000	1.141239227390e-010	2.18606e+009	1.71693e+010
    97	-12.500000	5.287782430443e-011	2.37779e+009	1.86752e+010
    98	0.000000	6.530719277148e-013	5.84116e+008	4.58765e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

