»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 9:34:22
Configured:	05/23/18 06:47:10 AM
Executed:	05/23/18 09:16:34 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	237.500000	1.810148524337e-007	1.31173e+007	1.03023e+008
    31	225.000000	1.640500961416e-007	1.37143e+007	1.07712e+008
    32	212.500000	1.367430319519e-007	1.55357e+007	1.22018e+008
    33	200.000000	1.226295594770e-007	1.62991e+007	1.28013e+008
    34	187.500000	1.013482205949e-007	1.85051e+007	1.45339e+008
    35	175.000000	8.455022534943e-008	2.06909e+007	1.62506e+008
    36	162.500000	8.368458493037e-008	1.94070e+007	1.52423e+008
    37	150.000000	6.573291352494e-008	2.28396e+007	1.79382e+008
    38	137.500000	5.327257494422e-008	2.58301e+007	2.02870e+008
    39	125.000000	4.407644987438e-008	2.83235e+007	2.22453e+008
    40	112.500000	3.168675910489e-008	3.54735e+007	2.78608e+008
    41	100.000000	2.795508434750e-008	3.56892e+007	2.80303e+008
    42	87.500000	2.131217672389e-008	4.09532e+007	3.21647e+008
    43	75.000000	1.609730904374e-008	4.65992e+007	3.65990e+008
    44	62.500000	1.355309529629e-008	4.60643e+007	3.61789e+008
    45	50.000000	9.245921505241e-009	5.40069e+007	4.24170e+008
    46	37.500000	5.937922886634e-009	6.27782e+007	4.93060e+008
    47	25.000000	3.297074469795e-009	7.50427e+007	5.89385e+008
    48	12.500000	1.569346863440e-009	7.91940e+007	6.21990e+008
    49	0.000000	2.947237956621e-012	2.07093e+008	1.62651e+009
    50	0.000000	1.992522972446e-012	3.44611e+008	2.70658e+009
    51	-12.500000	1.484709069285e-009	8.37085e+007	6.57447e+008
    52	-25.000000	3.664100008954e-009	6.83587e+007	5.36889e+008
    53	-37.500000	6.689840159806e-009	5.60073e+007	4.39881e+008
    54	-50.000000	1.078900928334e-008	4.63180e+007	3.63782e+008
    55	-62.500000	1.657947773274e-008	3.76650e+007	2.95821e+008
    56	-75.000000	2.397608981472e-008	3.12290e+007	2.45272e+008
    57	-87.500000	2.947272341599e-008	2.95958e+007	2.32445e+008
    58	-100.000000	4.139156207250e-008	2.41462e+007	1.89645e+008
    59	-112.500000	5.211121790901e-008	2.15188e+007	1.69008e+008
    60	-125.000000	6.430807075419e-008	1.94234e+007	1.52552e+008
    61	-137.500000	7.413373847834e-008	1.85379e+007	1.45597e+008
    62	-150.000000	1.009612104702e-007	1.48740e+007	1.16820e+008
    63	-162.500000	1.160273371339e-007	1.40039e+007	1.09986e+008
    64	-175.000000	1.353524056699e-007	1.29390e+007	1.01623e+008
    65	-187.500000	1.843863336787e-007	1.01635e+007	7.98240e+007
    66	-200.000000	1.917342886953e-007	1.04305e+007	8.19215e+007
    67	-212.500000	2.469995545992e-007	8.60486e+006	6.75826e+007
    68	-225.000000	2.802713877736e-007	8.01835e+006	6.29761e+007
    69	-237.500000	3.219238531420e-007	7.37264e+006	5.79047e+007
    70	-250.000000	3.963513243031e-007	6.31543e+006	4.96014e+007
    71	-262.500000	4.113490955184e-007	6.37784e+006	5.00916e+007
    72	-275.000000	4.864122573494e-007	5.65414e+006	4.44076e+007
    73	-287.500000	5.274161197894e-007	5.45180e+006	4.28184e+007
    74	-300.000000	6.536792146126e-007	4.59155e+006	3.60621e+007
    75	-287.500000	5.483959062969e-007	5.24100e+006	4.11629e+007
    76	-275.000000	4.465267781734e-007	6.16107e+006	4.83891e+007
    77	-262.500000	4.262435909698e-007	6.15695e+006	4.83567e+007
    78	-250.000000	3.772238935947e-007	6.62696e+006	5.20481e+007
    79	-237.500000	3.264750474417e-007	7.27407e+006	5.71305e+007
    80	-225.000000	2.946997474244e-007	7.63587e+006	5.99721e+007
    81	-212.500000	2.530377013532e-007	8.38897e+006	6.58870e+007
    82	-200.000000	2.236286435996e-007	8.93610e+006	7.01841e+007
    83	-187.500000	1.774352252128e-007	1.05668e+007	8.29917e+007
    84	-175.000000	1.553488637895e-007	1.12652e+007	8.84766e+007
    85	-162.500000	1.297615963453e-007	1.25134e+007	9.82806e+007
    86	-150.000000	1.035998459034e-007	1.44730e+007	1.13671e+008
    87	-137.500000	8.515105785928e-008	1.61376e+007	1.26744e+008
    88	-125.000000	7.295470298017e-008	1.71256e+007	1.34504e+008
    89	-112.500000	5.839958394226e-008	1.92800e+007	1.51425e+008
    90	-100.000000	4.340817360636e-008	2.30684e+007	1.81179e+008
    91	-87.500000	3.328348535937e-008	2.63654e+007	2.07074e+008
    92	-75.000000	2.370300622405e-008	3.15952e+007	2.48149e+008
    93	-62.500000	1.672444643590e-008	3.71697e+007	2.91931e+008
    94	-50.000000	1.045921596409e-008	4.76763e+007	3.74450e+008
    95	-37.500000	6.527594886190e-009	5.75513e+007	4.52008e+008
    96	-25.000000	3.783856242066e-009	6.63565e+007	5.21164e+008
    97	-12.500000	1.653914005299e-009	7.51908e+007	5.90549e+008
    98	0.000000	5.980721784107e-012	2.04106e+008	1.60305e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

