»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/22/2018 - 6:39:13
Configured:	08/22/18 06:37:02 AM
Executed:	08/22/18 06:38:48 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	-3.50
Field:	-350.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	-0.007629	21.804190
   2	1.0000e-003	-6.935120	21.674403
   3	1.5000e-003	-13.832092	21.532256
   4	2.0000e-003	-20.996094	21.482813
   5	2.5000e-003	-28.182983	21.383928
   6	3.0000e-003	-34.820557	21.124354
   7	3.5000e-003	-42.114258	20.889502
   8	4.0000e-003	-48.873901	20.475420
   9	4.5000e-003	-56.091309	19.980994
  10	5.0000e-003	-62.927246	19.319699
  11	5.5000e-003	-70.045471	18.670765
  12	6.0000e-003	-76.538086	17.688093
  13	6.5000e-003	-83.709717	16.717782
  14	7.0000e-003	-90.698242	15.469356
  15	7.5000e-003	-97.572327	14.016979
  16	8.0000e-003	-104.751587	12.403914
  17	8.5000e-003	-111.289978	10.376767
  18	9.0000e-003	-118.263245	8.065325
  19	9.5000e-003	-125.236511	5.401605
  20	1.0000e-002	-132.179260	2.305262
  21	1.0500e-002	-138.694763	-1.075377
  22	1.1000e-002	-145.927429	-4.900999
  23	1.1500e-002	-152.603149	-9.115981
  24	1.2000e-002	-159.606934	-13.738865
  25	1.2500e-002	-166.282654	-18.738749
  26	1.3000e-002	-173.637390	-23.615026
  27	1.3500e-002	-180.526733	-28.862123
  28	1.4000e-002	-187.431335	-34.214285
  29	1.4500e-002	-194.511414	-39.449021
  30	1.5000e-002	-201.545715	-44.801184
  31	1.5500e-002	-208.656311	-49.986477
  32	1.6000e-002	-215.835571	-55.153230
  33	1.6500e-002	-222.473145	-60.116031
  34	1.7000e-002	-229.675293	-64.967587
  35	1.7500e-002	-236.892700	-69.417422
  36	1.8000e-002	-245.307922	-72.816601
  37	1.8500e-002	-252.098083	-73.045274
  38	1.9000e-002	-259.147644	-73.286306
  39	1.9500e-002	-266.159058	-73.465536
  40	2.0000e-002	-273.063660	-73.626224
  41	2.0500e-002	-280.021667	-73.817814
  42	2.1000e-002	-286.911011	-73.867257
  43	2.1500e-002	-294.029236	-73.885798
  44	2.2000e-002	-301.101685	-74.299880
  45	2.2500e-002	-308.021545	-74.559453
  46	2.3000e-002	-314.994812	-74.899371
