»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/8/2018 - 15:29:33
Configured:	05/08/18 02:20:49 PM
Executed:	05/08/18 03:29:09 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	8.00e-002

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-2
Volts:	2.40
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	DisabledProfile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	-0.820160	-37.615476
   2	1.0000e-003	6.055832	-37.513021
   3	1.5000e-003	11.968613	-37.478870
   4	2.0000e-003	17.995834	-37.395930
   5	2.5000e-003	23.994446	-37.215415
   6	3.0000e-003	29.983521	-37.142233
   7	3.5000e-003	35.810471	-37.015384
   8	4.0000e-003	41.856766	-36.820233
   9	4.5000e-003	48.046112	-36.678748
  10	5.0000e-003	53.853989	-36.454323
  11	5.5000e-003	59.738159	-36.161596
  12	6.0000e-003	65.898895	-35.863990
  13	6.5000e-003	71.945190	-35.488323
  14	7.0000e-003	77.772141	-34.937020
  15	7.5000e-003	83.780289	-34.502807
  16	8.0000e-003	89.645386	-33.912474
  17	8.5000e-003	96.063614	-33.166019
  18	9.0000e-003	101.881027	-32.502503
  19	9.5000e-003	107.660294	-31.736533
  20	1.0000e-002	113.859177	-30.770532
  21	1.0500e-002	119.104385	-29.819168
  22	1.1000e-002	125.541687	-28.736077
  23	1.1500e-002	131.549835	-27.360258
  24	1.2000e-002	137.310028	-25.945408
  25	1.2500e-002	143.308640	-24.276862
  26	1.3000e-002	149.335861	-22.315588
  27	1.3500e-002	155.000687	-20.310405
  28	1.4000e-002	160.923004	-17.866131
  29	1.4500e-002	166.692734	-15.182796
  30	1.5000e-002	173.187256	-12.128673
  31	1.5500e-002	178.632736	-8.815975
  32	1.6000e-002	184.230804	-5.132488
  33	1.6500e-002	190.067291	-1.044061
  34	1.7000e-002	195.865631	3.654214
  35	1.7500e-002	201.692581	8.664732
  36	1.8000e-002	207.443237	13.831371
  37	1.8500e-002	213.108063	19.510284
  38	1.9000e-002	219.669342	25.423378
  39	1.9500e-002	225.410461	31.253533
  40	2.0000e-002	231.733322	36.873899
  41	2.0500e-002	238.151550	41.991751
  42	2.1000e-002	244.894028	45.402025
  43	2.1500e-002	251.855850	47.124239
  44	2.2000e-002	257.978439	47.714572
  45	2.2500e-002	263.881683	47.968269
  46	2.3000e-002	269.613266	48.124391
  47	2.3500e-002	275.335312	48.382967
  48	2.4000e-002	281.972885	48.582997
  49	2.4500e-002	287.952423	48.665936
  50	2.5000e-002	294.008255	48.997694
  51	2.5500e-002	299.911499	49.007452
  52	2.6000e-002	294.370651	49.026967
  53	2.6500e-002	287.837982	49.026967
  54	2.7000e-002	282.363892	48.909876
  55	2.7500e-002	276.298523	48.812300
  56	2.8000e-002	270.147324	48.865967
  57	2.8500e-002	264.263153	48.802543
  58	2.9000e-002	257.940292	48.743997
  59	2.9500e-002	251.893997	48.773270
  60	3.0000e-002	246.114731	48.617148
  61	3.0500e-002	241.212845	48.612270
  62	3.1000e-002	234.813690	48.451270
  63	3.1500e-002	228.052139	48.260997
  64	3.2000e-002	222.158432	48.343936
  65	3.2500e-002	215.921402	48.158542
  66	3.3000e-002	209.960938	48.070724
  67	3.3500e-002	204.305649	48.114633
  68	3.4000e-002	197.896957	47.953633
  69	3.4500e-002	192.270279	47.938997
  70	3.5000e-002	186.338425	47.709693
  71	3.5500e-002	180.177689	47.802390
  72	3.6000e-002	174.255371	47.602360
  73	3.6500e-002	167.989731	47.495027
  74	3.7000e-002	162.382126	47.455996
  75	3.7500e-002	156.288147	47.270602
  76	3.8000e-002	149.946213	47.182784
  77	3.8500e-002	143.995285	47.173026
  78	3.9000e-002	138.120651	47.031542
  79	3.9500e-002	132.112503	46.885178
  80	4.0000e-002	125.961304	46.831511
  81	4.0500e-002	120.143890	46.665632
  82	4.1000e-002	113.945007	46.568056
  83	4.1500e-002	108.251572	46.524147
  84	4.2000e-002	102.348328	46.343632
  85	4.2500e-002	96.378326	46.197268
  86	4.3000e-002	90.093613	46.138723
  87	4.3500e-002	84.552765	45.899662
  88	4.4000e-002	78.477859	45.782571
  89	4.4500e-002	72.021484	45.733783
