»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/16/2018 - 10:4:15
Configured:	05/15/18 08:22:15 PM
Executed:	05/16/18 10:03:42 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Field (kV/cm):	0.03
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	0.381470	-34.378398
   2	1.0000e-003	6.774902	-34.105186
   3	1.5000e-003	12.413025	-33.749034
   4	2.0000e-003	18.447876	-33.358731
   5	2.5000e-003	24.101257	-32.851337
   6	3.0000e-003	30.319214	-32.182942
   7	3.5000e-003	36.132813	-31.241336
   8	4.0000e-003	41.870117	-29.948456
   9	4.5000e-003	47.752380	-28.543364
  10	5.0000e-003	53.657532	-26.840667
  11	5.5000e-003	59.638977	-24.698877
  12	6.0000e-003	65.086365	-22.103361
  13	6.5000e-003	70.922852	-19.200480
  14	7.0000e-003	76.782227	-15.653600
  15	7.5000e-003	82.527161	-11.487113
  16	8.0000e-003	88.005066	-6.686383
  17	8.5000e-003	94.413757	-1.197743
  18	9.0000e-003	99.792480	4.964169
  19	9.5000e-003	105.438232	11.965234
  20	1.0000e-002	111.610413	19.356602
  21	1.0500e-002	117.271423	27.206576
  22	1.1000e-002	123.580933	34.949217
  23	1.1500e-002	130.584717	41.506311
  24	1.2000e-002	138.504028	44.858040
  25	1.2500e-002	144.081116	45.711829
  26	1.3000e-002	150.451660	46.302162
  27	1.3500e-002	156.219482	46.770526
  28	1.4000e-002	162.582397	47.141314
  29	1.4500e-002	168.663025	47.590163
  30	1.5000e-002	174.278259	48.024375
  31	1.5500e-002	180.496216	48.336618
  32	1.6000e-002	186.668396	48.722042
  33	1.6500e-002	192.298889	49.039164
  34	1.7000e-002	198.425293	49.458740
  35	1.7500e-002	204.635620	49.795376
  36	1.8000e-002	210.601807	50.024680
  37	1.8500e-002	216.377258	50.346680
  38	1.9000e-002	222.640991	50.575983
  39	1.9500e-002	228.233337	50.844316
  40	2.0000e-002	234.451294	51.093135
  41	2.0500e-002	240.585327	51.385862
  42	2.1000e-002	246.665955	51.615165
  43	2.1500e-002	251.808167	51.854226
  44	2.2000e-002	258.460999	52.083529
  45	2.2500e-002	264.183044	52.346984
