»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/5/2018 - 7:45:6
Configured:	06/05/18 07:27:31 AM
Executed:	06/05/18 07:44:45 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	-0.137329	5.743710
   2	2.0000e-003	1.365662	5.799907
   3	3.0000e-003	2.365112	5.887628
   4	4.0000e-003	3.608704	5.971923
   5	5.0000e-003	4.898071	6.052792
   6	6.0000e-003	5.821228	6.150108
   7	7.0000e-003	7.072449	6.277578
   8	8.0000e-003	8.270264	6.405049
   9	9.0000e-003	9.666443	6.518127
  10	1.0000e-002	10.528564	6.630521
  11	1.1000e-002	11.985779	6.788145
  12	1.2000e-002	12.939453	6.960162
  13	1.3000e-002	14.183044	7.139032
  14	1.4000e-002	15.502930	7.352168
  15	1.5000e-002	16.670227	7.524870
  16	1.6000e-002	17.913818	7.725670
  17	1.7000e-002	18.959045	7.964163
  18	1.8000e-002	20.172119	8.216363
  19	1.9000e-002	21.278381	8.456227
  20	2.0000e-002	22.712708	8.727616
  21	2.1000e-002	23.712158	8.972277
  22	2.2000e-002	24.986267	9.249148
  23	2.3000e-002	26.420593	9.526705
  24	2.4000e-002	27.420044	9.861143
  25	2.5000e-002	28.465271	10.162686
  26	2.6000e-002	30.044556	10.471768
  27	2.7000e-002	31.257629	10.789759
  28	2.8000e-002	32.310486	11.108435
  29	2.9000e-002	33.660889	11.436020
  30	3.0000e-002	34.652710	11.774571
  31	3.1000e-002	35.873413	12.126143
  32	3.2000e-002	37.139893	12.449616
  33	3.3000e-002	38.230896	12.790223
  34	3.4000e-002	39.657593	13.130829
  35	3.5000e-002	40.542603	13.483772
  36	3.6000e-002	41.870117	13.835344
  37	3.7000e-002	43.113708	14.175265
  38	3.8000e-002	44.273376	14.532319
  39	3.9000e-002	45.494080	14.870185
  40	4.0000e-002	46.775818	15.227239
  41	4.1000e-002	47.904968	15.574699
  42	4.2000e-002	49.354553	15.924215
  43	4.3000e-002	50.415039	16.278528
  44	4.4000e-002	51.277161	16.610911
  45	4.5000e-002	52.680969	16.971392
  46	4.6000e-002	53.855896	17.301033
  47	4.7000e-002	55.061340	17.649178
  48	4.8000e-002	56.144714	18.000750
  49	4.9000e-002	57.403564	18.322167
  50	5.0000e-002	58.822632	18.651809
  51	5.1000e-002	59.951782	19.008178
  52	5.2000e-002	61.027527	19.351526
  53	5.3000e-002	62.553406	19.690076
  54	5.4000e-002	63.819885	20.046445
  55	5.5000e-002	64.834595	20.389793
  56	5.6000e-002	65.780640	20.730400
  57	5.7000e-002	67.108154	21.075118
  58	5.8000e-002	68.435669	21.434229
  59	5.9000e-002	69.625854	21.767297
  60	6.0000e-002	71.022034	22.138743
  61	6.1000e-002	72.029114	22.465643
  62	6.2000e-002	73.059082	22.809676
  63	6.3000e-002	74.272156	23.160563
  64	6.4000e-002	75.439453	23.515561
  65	6.5000e-002	76.835632	23.832181
  66	6.6000e-002	77.888489	24.168676
  67	6.7000e-002	79.360962	24.498317
  68	6.8000e-002	80.337524	24.829329
  69	6.9000e-002	81.626892	25.187069
  70	7.0000e-002	82.687378	25.539326
  71	7.1000e-002	83.763123	25.871024
  72	7.2000e-002	85.205078	26.186959
  73	7.3000e-002	86.318970	26.530306
  74	7.4000e-002	87.562561	26.858577
  75	7.5000e-002	88.661194	27.206037
  76	7.6000e-002	90.118408	27.521287
  77	7.7000e-002	90.972900	27.852299
  78	7.8000e-002	92.338562	28.166863
  79	7.9000e-002	93.490601	28.481427
  80	8.0000e-002	94.749451	28.803530
  81	8.1000e-002	96.160889	29.130430
  82	8.2000e-002	97.206116	29.399763
  83	8.3000e-002	98.449707	29.704732
  84	8.4000e-002	99.479675	29.984345
  85	8.5000e-002	100.860596	30.289315
  86	8.6000e-002	101.852417	30.586061
  87	8.7000e-002	103.080750	30.858820
  88	8.8000e-002	104.263306	31.149398
  89	8.9000e-002	105.506897	31.384464
  90	9.0000e-002	106.552124	31.688749
  91	9.1000e-002	107.963562	31.942319
  92	9.2000e-002	108.840942	32.211652
  93	9.3000e-002	110.237122	32.469334
  94	9.4000e-002	111.671448	32.706457
  95	9.5000e-002	112.640381	32.940152
  96	9.6000e-002	113.792419	33.164254
  97	9.7000e-002	115.173340	33.415768
  98	9.8000e-002	116.394043	33.636443
  99	9.9000e-002	117.645264	33.836558
 100	1.0000e-001	118.728638	34.051064
 101	1.0100e-001	119.743347	34.262830
 102	1.0200e-001	121.292114	34.462945
 103	1.0300e-001	122.413635	34.645927
 104	1.0400e-001	123.504639	34.828223
 105	1.0500e-001	124.664307	35.024911
 106	1.0600e-001	125.946045	35.194187
 107	1.0700e-001	127.227783	35.386078
 108	1.0800e-001	128.280640	35.545759
 109	1.0900e-001	129.699707	35.717090
 110	1.1000e-001	130.737305	35.860323
 111	1.1100e-001	131.813049	36.010409
 112	1.1200e-001	133.216858	36.176258
 113	1.1300e-001	134.422302	36.316064
 114	1.1400e-001	135.414124	36.450388
 115	1.1500e-001	136.909485	36.587453
 116	1.1600e-001	137.847900	36.713553
 117	1.1700e-001	139.183044	36.847876
 118	1.1800e-001	140.327454	36.968494
 119	1.1900e-001	141.624451	37.095279
 120	1.2000e-001	142.753601	37.199448
 121	1.2100e-001	144.042969	37.309785
 122	1.2200e-001	145.309448	37.429717
 123	1.2300e-001	146.484375	37.548964
 124	1.2400e-001	147.354126	37.652448
 125	1.2500e-001	148.674011	37.760729
 126	1.2600e-001	149.894714	37.853934
 127	1.2700e-001	151.329041	37.942341
 128	1.2800e-001	152.549744	38.047881
 129	1.2900e-001	153.602600	38.127378
 130	1.3000e-001	154.891968	38.234974
 131	1.3100e-001	155.937195	38.319269
 132	1.3200e-001	157.325745	38.383005
 133	1.3300e-001	158.485413	38.472097
 134	1.3400e-001	159.530640	38.553651
 135	1.3500e-001	160.758972	38.644113
 136	1.3600e-001	161.903381	38.712646
 137	1.3700e-001	163.154602	38.785976
 138	1.3800e-001	164.421082	38.868215
 139	1.3900e-001	165.306091	38.919614
 140	1.4000e-001	166.580200	39.008706
 141	1.4100e-001	167.945862	39.093001
 142	1.4200e-001	169.204712	39.160163
 143	1.4300e-001	170.372009	39.223899
 144	1.4400e-001	171.424866	39.284207
 145	1.4500e-001	172.706604	39.354110
 146	1.4600e-001	173.912048	39.420587
 147	1.4700e-001	175.102234	39.497343
 148	1.4800e-001	176.376343	39.563134
 149	1.4900e-001	177.604675	39.600827
 150	1.5000e-001	178.688049	39.663877
 151	1.5100e-001	179.847717	39.741319
 152	1.5200e-001	181.175232	39.794774
 153	1.5300e-001	182.136536	39.844118
 154	1.5400e-001	183.631897	39.909909
 155	1.5500e-001	184.860229	39.974330
 156	1.5600e-001	186.218262	40.036694
 157	1.5700e-001	187.088013	40.094261
 158	1.5800e-001	188.476563	40.152514
 159	1.5900e-001	189.674377	40.199116
 160	1.6000e-001	191.024780	40.253942
 161	1.6100e-001	191.894531	40.295062
 162	1.6200e-001	193.138123	40.362224
 163	1.6300e-001	194.328308	40.406770
 164	1.6400e-001	195.457458	40.473932
 165	1.6500e-001	196.632385	40.506827
 166	1.6600e-001	197.807312	40.558227
 167	1.6700e-001	199.195862	40.619220
 168	1.6800e-001	200.294495	40.665823
 169	1.6900e-001	201.469421	40.722019
 170	1.7000e-001	202.865601	40.761083
 171	1.7100e-001	203.781128	40.827559
 172	1.7200e-001	204.986572	40.859770
 173	1.7300e-001	206.291199	40.920078
 174	1.7400e-001	207.496643	40.968736
 175	1.7500e-001	208.869934	41.027674
 176	1.7600e-001	209.678650	41.064682
 177	1.7700e-001	211.341858	41.114025
 178	1.7800e-001	212.173462	41.151718
 179	1.7900e-001	213.562012	41.203803
 180	1.8000e-001	214.714050	41.252461
 181	1.8100e-001	216.186523	41.319623
 182	1.8200e-001	217.239380	41.327847
 183	1.8300e-001	218.421936	41.377190
 184	1.8400e-001	219.474792	41.427219
 185	1.8500e-001	220.726013	41.482730
 186	1.8600e-001	222.023010	41.523164
 187	1.8700e-001	223.167419	41.570452
 188	1.8800e-001	224.411011	41.615683
 189	1.8900e-001	225.395203	41.644467
 190	1.9000e-001	226.692200	41.715055
 191	1.9100e-001	228.012085	41.756860
 192	1.9200e-001	229.393005	41.797294
 193	1.9300e-001	230.339050	41.841841
 194	1.9400e-001	231.582642	41.873365
 195	1.9500e-001	232.635498	41.920653
 196	1.9600e-001	233.863831	41.964514
 197	1.9700e-001	235.221863	42.004948
 198	1.9800e-001	236.251831	42.079648
 199	1.9900e-001	237.548828	42.081019
 200	2.0000e-001	238.716125	42.124194
 201	2.0100e-001	239.906311	42.171482
 202	2.0200e-001	241.294861	42.229735
 203	2.0300e-001	242.561340	42.257148
 204	2.0400e-001	243.156433	42.277022
 205	2.0500e-001	244.705200	42.327736
 206	2.0600e-001	246.032715	42.366114
 207	2.0700e-001	247.154236	42.422996
 208	2.0800e-001	248.390198	42.468228
 209	2.0900e-001	249.580383	42.501809
 210	2.1000e-001	250.724792	42.543613
 211	2.1100e-001	252.067566	42.582677
 212	2.1200e-001	253.036499	42.618314
 213	2.1300e-001	254.287720	42.655321
 214	2.1400e-001	255.538940	42.696441
 215	2.1500e-001	256.752014	42.743043
 216	2.1600e-001	257.896423	42.773883
 217	2.1700e-001	258.956909	42.815688
 218	2.1800e-001	260.429382	42.843101
 219	2.1900e-001	261.482239	42.889017
 220	2.2000e-001	262.657166	42.928081
