»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.12.0
»»»  Vision Version:	5.12.5 (R)
»»»  Vision Compiled:	2/24/17
»»»  Driver Version:	5.12.4
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF0910-256
»»»  Tester S/N:	PMF0910-256
»»»  Internal Amp Type:	 RTI 100V      
»»»  Internal Amp S/N:	 iAB1-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/3/2017 - 10:51:58
Configured:	08/03/17 10:04:09 AM
Executed:	08/03/17 10:51:31 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	4.91e-006
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF0910-256
Tester Serial Number:	PMF0910-256
Return Signal Amp. Level:	16.67 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	3.20e+001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization
   1	1.6000e-002	-0.0033	-10.780253
   2	3.2000e-002	0.0095	-10.768203
   3	4.8000e-002	0.0251	-10.673656
   4	6.4000e-002	0.0342	-10.590231
   5	8.0000e-002	0.0466	-10.523492
   6	9.6000e-002	0.0581	-10.323274
   7	1.1200e-001	0.0701	-10.191649
   8	1.2800e-001	0.0826	-9.953427
   9	1.4400e-001	0.0937	-9.657735
  10	1.6000e-001	0.1046	-9.513133
  11	1.7600e-001	0.1167	-8.941214
  12	1.9200e-001	0.1334	-8.684453
  13	2.0800e-001	0.1437	-8.327583
  14	2.2400e-001	0.1519	-7.967933
  15	2.4000e-001	0.1647	-7.545250
  16	2.5600e-001	0.1785	-7.131837
  17	2.7200e-001	0.1915	-6.627585
  18	2.8800e-001	0.2023	-6.169679
  19	3.0400e-001	0.2152	-5.730312
  20	3.2000e-001	0.2270	-5.325241
  21	3.3600e-001	0.2407	-4.874751
  22	3.5200e-001	0.2514	-4.539200
  23	3.6800e-001	0.2596	-4.008993
  24	3.8400e-001	0.2750	-3.535330
  25	4.0000e-001	0.2856	-2.882768
  26	4.1600e-001	0.2979	-2.444327
  27	4.3200e-001	0.3118	-2.011449
  28	4.4800e-001	0.3240	-1.637894
  29	4.6400e-001	0.3328	-1.062267
  30	4.8000e-001	0.3455	-0.237295
  31	4.9600e-001	0.3596	0.252126
  32	5.1200e-001	0.3704	0.739694
  33	5.2800e-001	0.3816	1.290293
  34	5.4400e-001	0.3953	1.794546
  35	5.6000e-001	0.4065	2.321045
  36	5.7600e-001	0.4181	2.911503
  37	5.9200e-001	0.4314	3.578896
  38	6.0800e-001	0.4440	4.177696
  39	6.2400e-001	0.4552	4.569789
  40	6.4000e-001	0.4665	5.090727
  41	6.5600e-001	0.4789	5.653376
  42	6.7200e-001	0.4880	6.212318
  43	6.8800e-001	0.5019	6.787017
  44	7.0400e-001	0.5126	7.215261
  45	7.2000e-001	0.5257	7.661117
  46	7.3600e-001	0.5392	8.281237
  47	7.5200e-001	0.5511	8.775293
  48	7.6800e-001	0.5617	9.196121
  49	7.8400e-001	0.5759	9.745794
  50	8.0000e-001	0.5874	10.339959
  51	8.1600e-001	0.5988	10.845138
  52	8.3200e-001	0.6120	11.241867
  53	8.4800e-001	0.6219	11.747973
  54	8.6400e-001	0.6363	12.218856
  55	8.8000e-001	0.6463	12.696227
  56	8.9600e-001	0.6590	13.299662
  57	9.1200e-001	0.6715	13.557350
  58	9.2800e-001	0.6831	14.070872
  59	9.4400e-001	0.6949	14.606640
  60	9.6000e-001	0.7070	15.047861
  61	9.7600e-001	0.7200	15.554895
  62	9.9200e-001	0.7313	16.051732
  63	1.0080e+000	0.7419	16.409529
  64	1.0240e+000	0.7532	16.765472
  65	1.0400e+000	0.7653	17.307729
  66	1.0560e+000	0.7797	17.750804
  67	1.0720e+000	0.7901	18.169778
  68	1.0880e+000	0.8027	18.635099
  69	1.1040e+000	0.8133	19.048512
  70	1.1200e+000	0.8263	19.435971
  71	1.1360e+000	0.8396	19.820649
  72	1.1520e+000	0.8494	20.353637
  73	1.1680e+000	0.8630	20.687333
  74	1.1840e+000	0.8749	21.160070
  75	1.2000e+000	0.8909	21.525283
  76	1.2160e+000	0.8999	21.934988
  77	1.2320e+000	0.9107	22.256634
  78	1.2480e+000	0.9214	22.789622
  79	1.2640e+000	0.9325	23.163177
  80	1.2800e+000	0.9474	23.617375
  81	1.2960e+000	0.9597	24.016884
  82	1.3120e+000	0.9706	24.439566
  83	1.3280e+000	0.9841	24.820536
  84	1.3440e+000	0.9924	25.182041
  85	1.3600e+000	1.0073	25.528714
  86	1.3760e+000	1.0207	26.112683
  87	1.3920e+000	1.0283	26.470480
  88	1.4080e+000	1.0423	26.908921
  89	1.4240e+000	1.0535	27.301941
  90	1.4400e+000	1.0664	27.630076
  91	1.4560e+000	1.0781	28.094470
  92	1.4720e+000	1.0911	28.629312
  93	1.4880e+000	1.1037	28.896269
  94	1.5040e+000	1.1158	29.260554
  95	1.5200e+000	1.1282	29.696214
  96	1.5360e+000	1.1390	30.173585
  97	1.5520e+000	1.1503	30.461862
  98	1.5680e+000	1.1639	30.640760
  99	1.5840e+000	1.1753	31.017096
 100	1.6000e+000	1.1877	31.485198
 101	1.6160e+000	1.1990	31.627019
 102	1.6320e+000	1.2113	31.741032
 103	1.6480e+000	1.2228	31.873584
 104	1.6640e+000	1.2359	32.041359
 105	1.6800e+000	1.2448	32.220258
 106	1.6960e+000	1.2580	32.374129
 107	1.7120e+000	1.2704	32.416768
 108	1.7280e+000	1.2822	32.669821
 109	1.7440e+000	1.2929	32.750464
 110	1.7600e+000	1.3056	32.860770
 111	1.7760e+000	1.3200	32.875601
 112	1.7920e+000	1.3300	32.972929
 113	1.8080e+000	1.3430	33.076745
 114	1.8240e+000	1.3552	33.098992
 115	1.8400e+000	1.3670	33.056353
 116	1.8560e+000	1.3765	33.153681
 117	1.8720e+000	1.3927	33.219493
 118	1.8880e+000	1.4022	33.320529
 119	1.9040e+000	1.4124	33.407661
 120	1.9200e+000	1.4263	33.279744
 121	1.9360e+000	1.4371	33.438250
 122	1.9520e+000	1.4518	33.421565
 123	1.9680e+000	1.4624	33.465131
 124	1.9840e+000	1.4738	33.533724
 125	2.0000e+000	1.4863	33.682034
 126	2.0160e+000	1.4988	33.741358
 127	2.0320e+000	1.5121	33.669984
 128	2.0480e+000	1.5213	33.720965
 129	2.0640e+000	1.5356	33.633833
 130	2.0800e+000	1.5446	33.727454
 131	2.0960e+000	1.5572	33.811805
 132	2.1120e+000	1.5727	33.750627
 133	2.1280e+000	1.5844	33.790485
 134	2.1440e+000	1.5929	33.834051
 135	2.1600e+000	1.6073	33.913768
 136	2.1760e+000	1.6173	34.011096
 137	2.1920e+000	1.6285	34.063004
 138	2.2080e+000	1.6413	34.085251
 139	2.2240e+000	1.6531	34.027781
 140	2.2400e+000	1.6673	34.051881
 141	2.2560e+000	1.6783	34.132524
 142	2.2720e+000	1.6917	34.191848
 143	2.2880e+000	1.7037	34.189994
 144	2.3040e+000	1.7142	34.234487
 145	2.3200e+000	1.7255	34.394847
 146	2.3360e+000	1.7390	34.386504
 147	2.3520e+000	1.7497	34.267857
 148	2.3680e+000	1.7632	34.318838
 149	2.3840e+000	1.7727	34.399482
 150	2.4000e+000	1.7866	34.487540
 151	2.4160e+000	1.8008	34.491248
 152	2.4320e+000	1.8098	34.422655
 153	2.4480e+000	1.8218	34.542230
 154	2.4640e+000	1.8349	34.716493
 155	2.4800e+000	1.8464	34.602480
 156	2.4960e+000	1.8591	34.606188
 157	2.5120e+000	1.8707	34.593211
 158	2.5280e+000	1.8827	34.661804
 159	2.5440e+000	1.8940	34.669220
 160	2.5600e+000	1.9077	34.652535
 161	2.5760e+000	1.9161	34.796210
 162	2.5920e+000	1.9312	34.738740
 163	2.6080e+000	1.9432	34.734105
 164	2.6240e+000	1.9530	34.891684
 165	2.6400e+000	1.9685	34.726690
 166	2.6560e+000	1.9778	34.808260
 167	2.6720e+000	1.9906	34.820310
 168	2.6880e+000	2.0026	34.887976
 169	2.7040e+000	2.0157	34.823091
 170	2.7200e+000	2.0280	34.870364
 171	2.7360e+000	2.0398	34.955642
 172	2.7520e+000	2.0514	34.960277
 173	2.7680e+000	2.0621	34.680343
 174	2.7840e+000	2.0741	34.935250
 175	2.8000e+000	2.0882	34.968620
 176	2.8160e+000	2.0985	35.044628
 177	2.8320e+000	2.1107	35.034432
 178	2.8480e+000	2.1238	35.016820
 179	2.8640e+000	2.1368	35.081706
 180	2.8800e+000	2.1473	35.236504
 181	2.8960e+000	2.1558	35.116002
 182	2.9120e+000	2.1706	35.141956
 183	2.9280e+000	2.1841	35.199426
 184	2.9440e+000	2.1969	35.279143
 185	2.9600e+000	2.2063	35.312512
 186	2.9760e+000	2.2170	35.372763
 187	2.9920e+000	2.2288	35.319928
 188	3.0080e+000	2.2437	35.372763
 189	3.0240e+000	2.2552	35.457114
 190	3.0400e+000	2.2681	35.419110
 191	3.0560e+000	2.2778	35.491411
 192	3.0720e+000	2.2915	35.433941
 193	3.0880e+000	2.3055	35.509950
 194	3.1040e+000	2.3141	35.439503
 195	3.1200e+000	2.3254	35.495119
 196	3.1360e+000	2.3403	35.518292
 197	3.1520e+000	2.3517	35.474726
 198	3.1680e+000	2.3639	35.572054
 199	3.1840e+000	2.3740	35.534977
 200	3.2000e+000	2.3891	35.598935
 201	3.2160e+000	2.3986	35.617474
 202	3.2320e+000	2.4133	35.591520
 203	3.2480e+000	2.4236	35.641574
 204	3.2640e+000	2.4326	35.658259
 205	3.2800e+000	2.4466	35.665675
 206	3.2960e+000	2.4601	35.648063
 207	3.3120e+000	2.4699	35.660113
 208	3.3280e+000	2.4828	35.669382
 209	3.3440e+000	2.4945	35.724072
 210	3.3600e+000	2.5072	35.725925
 211	3.3760e+000	2.5169	35.737976
 212	3.3920e+000	2.5320	35.779688
 213	3.4080e+000	2.5452	35.872381
 214	3.4240e+000	2.5546	35.822327
 215	3.4400e+000	2.5674	35.738902
 216	3.4560e+000	2.5809	35.858477
 217	3.4720e+000	2.5911	35.877016
 218	3.4880e+000	2.6024	35.898335
 219	3.5040e+000	2.6163	35.870527
 220	3.5200e+000	2.6264	35.877943
 221	3.5360e+000	2.6382	35.997517
 222	3.5520e+000	2.6499	35.997517
 223	3.5680e+000	2.6624	36.035522
 224	3.5840e+000	2.6746	36.016983
 225	3.6000e+000	2.6859	35.865893
 226	3.6160e+000	2.6983	36.203297
 227	3.6320e+000	2.7112	36.049426
 228	3.6480e+000	2.7251	36.094845
 229	3.6640e+000	2.7350	36.085576
 230	3.6800e+000	2.7454	36.175489
 231	3.6960e+000	2.7603	36.322871
 232	3.7120e+000	2.7731	36.123580
 233	3.7280e+000	2.7859	36.137485
 234	3.7440e+000	2.7950	36.352533
 235	3.7600e+000	2.8084	36.303406
 236	3.7760e+000	2.8199	36.331214
 237	3.7920e+000	2.8323	36.261694
 238	3.8080e+000	2.8428	36.301552
 239	3.8240e+000	2.8540	36.333995
 240	3.8400e+000	2.8670	36.286721
 241	3.8560e+000	2.8761	36.449862
 242	3.8720e+000	2.8888	36.324725
 243	3.8880e+000	2.9044	36.413711
 244	3.9040e+000	2.9165	36.530505
 245	3.9200e+000	2.9269	36.351606
 246	3.9360e+000	2.9397	36.453569
 247	3.9520e+000	2.9486	36.416492
 248	3.9680e+000	2.9630	36.424834
 249	3.9840e+000	2.9752	36.459131
 250	4.0000e+000	2.9879	36.514747
 251	4.0160e+000	2.9997	36.498062
 252	4.0320e+000	2.9881	36.439665
 253	4.0480e+000	2.9751	36.460058
 254	4.0640e+000	2.9638	36.526797
 255	4.0800e+000	2.9507	36.502697
 256	4.0960e+000	2.9382	36.434104
 257	4.1120e+000	2.9274	36.389611
 258	4.1280e+000	2.9151	36.314529
 259	4.1440e+000	2.9044	36.275598
 260	4.1600e+000	2.8876	36.314529
 261	4.1760e+000	2.8800	36.355314
 262	4.1920e+000	2.8679	36.333068
 263	4.2080e+000	2.8540	36.359022
 264	4.2240e+000	2.8436	36.347899
 265	4.2400e+000	2.8295	36.194954
 266	4.2560e+000	2.8155	36.343264
 267	4.2720e+000	2.8066	36.358095
 268	4.2880e+000	2.7956	36.243155
 269	4.3040e+000	2.7839	36.246863
 270	4.3200e+000	2.7713	36.239447
 271	4.3360e+000	2.7620	36.155096
 272	4.3520e+000	2.7480	36.041083
 273	4.3680e+000	2.7348	36.212566
 274	4.3840e+000	2.7231	36.195881
 275	4.4000e+000	2.7123	36.231105
 276	4.4160e+000	2.7000	36.202370
 277	4.4320e+000	2.6859	36.078161
 278	4.4480e+000	2.6742	36.190320
 279	4.4640e+000	2.6617	36.349753
 280	4.4800e+000	2.6505	36.186612
 281	4.4960e+000	2.6386	36.115238
 282	4.5120e+000	2.6276	36.080941
 283	4.5280e+000	2.6137	36.110603
 284	4.5440e+000	2.6023	36.086503
 285	4.5600e+000	2.5919	36.057768
 286	4.5760e+000	2.5820	36.147681
 287	4.5920e+000	2.5690	36.057768
 288	4.6080e+000	2.5542	36.204224
 289	4.6240e+000	2.5432	36.003079
 290	4.6400e+000	2.5307	35.908532
 291	4.6560e+000	2.5195	35.976198
 292	4.6720e+000	2.5089	35.955805
 293	4.6880e+000	2.4963	35.996590
 294	4.7040e+000	2.4817	36.031814
 295	4.7200e+000	2.4704	35.858477
 296	4.7360e+000	2.4588	35.793592
 297	4.7520e+000	2.4477	35.797299
 298	4.7680e+000	2.4340	35.728706
 299	4.7840e+000	2.4227	35.830669
 300	4.8000e+000	2.4067	35.850135
 301	4.8160e+000	2.3981	35.809350
 302	4.8320e+000	2.3883	35.786176
 303	4.8480e+000	2.3750	35.757441
 304	4.8640e+000	2.3640	35.690702
 305	4.8800e+000	2.3511	35.740756
 306	4.8960e+000	2.3398	35.706460
 307	4.9120e+000	2.3275	35.647136
 308	4.9280e+000	2.3167	35.663821
 309	4.9440e+000	2.3022	35.645282
 310	4.9600e+000	2.2909	35.598935
 311	4.9760e+000	2.2788	35.655478
 312	4.9920e+000	2.2682	35.637867
 313	5.0080e+000	2.2571	35.632305
 314	5.0240e+000	2.2415	35.572054
 315	5.0400e+000	2.2317	35.802861
 316	5.0560e+000	2.2211	35.603570
 317	5.0720e+000	2.2068	35.533123
 318	5.0880e+000	2.1969	35.557223
 319	5.1040e+000	2.1838	35.606351
 320	5.1200e+000	2.1708	35.482142
 321	5.1360e+000	2.1589	35.501607
 322	5.1520e+000	2.1474	35.464530
 323	5.1680e+000	2.1344	35.506242
 324	5.1840e+000	2.1218	35.515511
 325	5.2000e+000	2.1088	35.544246
 326	5.2160e+000	2.1009	35.489557
 327	5.2320e+000	2.0869	35.384813
 328	5.2480e+000	2.0765	35.458041
 329	5.2640e+000	2.0618	35.316220
 330	5.2800e+000	2.0494	35.365348
 331	5.2960e+000	2.0391	35.422818
 332	5.3120e+000	2.0266	35.336613
 333	5.3280e+000	2.0174	35.276362
 334	5.3440e+000	2.0025	35.279143
 335	5.3600e+000	1.9942	35.343101
 336	5.3760e+000	1.9778	35.241138
 337	5.3920e+000	1.9662	35.254116
 338	5.4080e+000	1.9570	35.305097
 339	5.4240e+000	1.9413	35.198499
 340	5.4400e+000	1.9323	35.090975
 341	5.4560e+000	1.9198	35.155860
 342	5.4720e+000	1.9064	35.166057
 343	5.4880e+000	1.8954	35.053898
 344	5.5040e+000	1.8844	35.181815
 345	5.5200e+000	1.8703	35.094683
 346	5.5360e+000	1.8594	35.083560
 347	5.5520e+000	1.8438	35.041847
 348	5.5680e+000	1.8337	35.060386
 349	5.5840e+000	1.8230	34.991793
 350	5.6000e+000	1.8089	34.938031
 351	5.6160e+000	1.7979	35.046482
 352	5.6320e+000	1.7882	34.980670
 353	5.6480e+000	1.7742	34.916711
 354	5.6640e+000	1.7625	34.904661
 355	5.6800e+000	1.7511	35.001062
 356	5.6960e+000	1.7398	34.962131
 357	5.7120e+000	1.7253	34.909296
 358	5.7280e+000	1.7126	34.842556
 359	5.7440e+000	1.7035	34.804552
 360	5.7600e+000	1.6901	34.788794
 361	5.7760e+000	1.6786	34.693320
 362	5.7920e+000	1.6650	34.836995
 363	5.8080e+000	1.6547	34.878707
 364	5.8240e+000	1.6430	34.886122
 365	5.8400e+000	1.6302	34.798990
 366	5.8560e+000	1.6171	34.810114
 367	5.8720e+000	1.6104	34.778598
 368	5.8880e+000	1.5958	34.731324
 369	5.9040e+000	1.5832	34.688685
