»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	8/1/2018 - 14:36:59
Configured:	08/01/18 01:24:35 PM
Executed:	08/01/18 02:36:36 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	1.79 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e+000
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	1.0000e-003	0.038147	-21.316010
   2	2.0000e-003	1.243591	-21.263925
   3	3.0000e-003	2.372742	-21.177575
   4	4.0000e-003	3.570557	-21.112469
   5	5.0000e-003	4.684448	-21.044621
   6	6.0000e-003	5.889893	-20.958956
   7	7.0000e-003	7.141113	-20.879458
   8	8.0000e-003	8.628845	-20.781457
   9	9.0000e-003	9.773254	-20.693735
  10	1.0000e-002	10.864258	-20.606013
  11	1.1000e-002	12.039185	-20.486767
  12	1.2000e-002	13.031006	-20.373688
  13	1.3000e-002	14.366150	-20.217434
  14	1.4000e-002	15.686035	-20.061180
  15	1.5000e-002	16.670227	-19.876827
  16	1.6000e-002	17.936707	-19.691790
  17	1.7000e-002	18.989563	-19.477283
  18	1.8000e-002	20.233154	-19.236734
  19	1.9000e-002	21.392822	-18.987275
  20	2.0000e-002	22.796631	-18.720684
  21	2.1000e-002	23.849487	-18.417770
  22	2.2000e-002	25.154114	-18.118968
  23	2.3000e-002	26.443481	-17.792068
  24	2.4000e-002	27.503967	-17.464483
  25	2.5000e-002	28.656006	-17.110170
  26	2.6000e-002	29.716492	-16.736668
  27	2.7000e-002	31.021118	-16.348774
  28	2.8000e-002	32.394409	-15.950600
  29	2.9000e-002	33.584595	-15.529125
  30	3.0000e-002	34.790039	-15.085719
  31	3.1000e-002	35.957336	-14.632034
  32	3.2000e-002	37.277222	-14.176293
  33	3.3000e-002	38.131714	-13.681488
  34	3.4000e-002	39.543152	-13.177774
  35	3.5000e-002	40.596008	-12.664466
  36	3.6000e-002	41.954041	-12.121003
  37	3.7000e-002	42.961121	-11.554239
  38	3.8000e-002	44.219971	-10.984049
  39	3.9000e-002	45.516968	-10.410431
  40	4.0000e-002	46.798706	-9.795009
  41	4.1000e-002	47.592163	-9.154230
  42	4.2000e-002	48.866272	-8.518249
  43	4.3000e-002	50.201416	-7.863763
  44	4.4000e-002	51.300049	-7.199683
  45	4.5000e-002	52.749634	-6.501337
  46	4.6000e-002	53.558350	-5.790655
  47	4.7000e-002	55.191040	-5.084084
  48	4.8000e-002	56.091309	-4.351472
  49	4.9000e-002	57.571411	-3.618859
  50	5.0000e-002	58.517456	-2.893100
  51	5.1000e-002	59.768677	-2.148152
  52	5.2000e-002	61.195374	-1.370993
  53	5.3000e-002	62.095642	-0.632212
  54	5.4000e-002	63.415527	0.088750
  55	5.5000e-002	64.582825	0.872762
  56	5.6000e-002	65.887451	1.587556
  57	5.7000e-002	67.070007	2.292070
  58	5.8000e-002	68.290710	3.019200
  59	5.9000e-002	69.389343	3.723714
  60	6.0000e-002	70.663452	4.406983
  61	6.1000e-002	71.975708	5.097791
  62	6.2000e-002	72.891235	5.762556
  63	6.3000e-002	74.333191	6.407447
  64	6.4000e-002	75.630188	7.065359
  65	6.5000e-002	76.568604	7.717789
  66	6.6000e-002	77.995300	8.331155
  67	6.7000e-002	78.948975	8.972619
  68	6.8000e-002	80.184937	9.582559
  69	6.9000e-002	81.321716	10.175365
  70	7.0000e-002	82.649231	10.829165
  71	7.1000e-002	83.885193	11.397300
  72	7.2000e-002	85.098267	12.018889
  73	7.3000e-002	86.051941	12.631570
  74	7.4000e-002	87.532043	13.251104
  75	7.5000e-002	88.722229	13.882289
  76	7.6000e-002	89.668274	14.538830
  77	7.7000e-002	91.201782	15.168644
  78	7.8000e-002	92.292786	15.847801
  79	7.9000e-002	93.345642	16.522161
  80	8.0000e-002	94.696045	17.204745
  81	8.1000e-002	95.710754	17.909944
  82	8.2000e-002	97.152710	18.623368
  83	8.3000e-002	97.976685	19.372428
  84	8.4000e-002	99.571228	20.110523
  85	8.5000e-002	100.486755	20.834912
  86	8.6000e-002	101.921082	21.663470
  87	8.7000e-002	103.042603	22.462559
  88	8.8000e-002	104.080200	23.258222
  89	8.9000e-002	105.522156	24.063479
  90	9.0000e-002	106.697083	24.900261
  91	9.1000e-002	107.978821	25.753490
  92	9.2000e-002	109.092712	26.573139
  93	9.3000e-002	110.206604	27.453097
  94	9.4000e-002	111.572266	28.307697
  95	9.5000e-002	112.770081	29.202732
  96	9.6000e-002	113.677979	30.080633
  97	9.7000e-002	115.295410	30.966073
  98	9.8000e-002	116.355896	31.857681
  99	9.9000e-002	117.416382	32.765052
 100	1.0000e-001	118.644714	33.660086
 101	1.0100e-001	119.895935	34.537988
 102	1.0200e-001	121.055603	35.413833
 103	1.0300e-001	122.413635	36.265007
 104	1.0400e-001	123.405457	37.123720
 105	1.0500e-001	124.725342	37.975579
 106	1.0600e-001	125.846863	38.828809
 107	1.0700e-001	127.082825	39.616247
 108	1.0800e-001	128.280640	40.408483
 109	1.0900e-001	129.516602	41.147263
 110	1.1000e-001	130.638123	41.875079
 111	1.1100e-001	131.782532	42.548753
 112	1.1200e-001	133.041382	43.223799
 113	1.1300e-001	133.972168	43.846759
 114	1.1400e-001	135.467529	44.442992
 115	1.1500e-001	136.642456	44.981658
 116	1.1600e-001	137.672424	45.511414
 117	1.1700e-001	139.122009	46.008275
 118	1.1800e-001	140.167236	46.464016
 119	1.1900e-001	141.441345	46.875896
 120	1.2000e-001	142.631531	47.286406
 121	1.2100e-001	143.798828	47.665391
 122	1.2200e-001	145.202637	47.999144
 123	1.2300e-001	146.270752	48.317820
 124	1.2400e-001	147.644043	48.622105
 125	1.2500e-001	148.803711	48.905144
 126	1.2600e-001	150.108337	49.155973
 127	1.2700e-001	151.260376	49.427362
 128	1.2800e-001	152.313232	49.668596
 129	1.2900e-001	153.541565	49.892697
 130	1.3000e-001	154.685974	50.110631
 131	1.3100e-001	155.982971	50.321711
 132	1.3200e-001	156.982422	50.542386
 133	1.3300e-001	158.538818	50.739074
 134	1.3400e-001	159.698486	50.917944
 135	1.3500e-001	160.781860	51.098184
 136	1.3600e-001	161.857605	51.264718
 137	1.3700e-001	163.070679	51.453183
 138	1.3800e-001	164.421082	51.601898
 139	1.3900e-001	165.519714	51.762264
 140	1.4000e-001	166.915894	51.926742
 141	1.4100e-001	167.945862	52.058325
 142	1.4200e-001	169.090271	52.191278
 143	1.4300e-001	170.387268	52.347532
 144	1.4400e-001	171.470642	52.464037
 145	1.4500e-001	172.943115	52.601102
 146	1.4600e-001	173.965454	52.731314
 147	1.4700e-001	175.071716	52.865638
 148	1.4800e-001	176.376343	52.986940
 149	1.4900e-001	177.413940	53.104131
