»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 6:43:57
Configured:	05/23/18 06:37:56 AM
Executed:	05/23/18 06:43:17 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	2.0 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	3.00
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	2.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	20.233154	-21.508916
   2	1.0000e-003	26.107788	-21.112569
   3	1.5000e-003	31.822205	-20.466293
   4	2.0000e-003	37.567139	-19.182323
   5	2.5000e-003	43.357849	-17.027355
   6	3.0000e-003	49.301147	-13.939713
   7	3.5000e-003	54.580688	-9.905986
   8	4.0000e-003	60.447693	-5.001799
   9	4.5000e-003	66.078186	0.499322
  10	5.0000e-003	72.433472	6.116290
  11	5.5000e-003	78.994751	11.528916
  12	6.0000e-003	84.365845	16.473865
  13	6.5000e-003	91.621399	20.506518
  14	7.0000e-003	97.587585	23.543210
  15	7.5000e-003	103.706360	25.612365
  16	8.0000e-003	110.038757	27.145192
  17	8.5000e-003	116.172791	28.443106
  18	9.0000e-003	122.062683	29.568860
  19	9.5000e-003	127.990723	30.541760
  20	1.0000e-002	132.820129	31.289938
  21	1.0500e-002	140.045166	32.236021
  22	1.1000e-002	145.721436	32.939684
  23	1.1500e-002	152.275085	33.597759
  24	1.2000e-002	158.126831	34.193084
  25	1.2500e-002	164.253235	34.720831
  26	1.3000e-002	170.097351	35.185291
  27	1.3500e-002	176.284790	35.783298
  28	1.4000e-002	182.258606	36.017673
  29	1.4500e-002	188.331604	36.424746
  30	1.5000e-002	194.305420	36.750298
  31	1.5500e-002	200.996399	37.024898
  32	1.6000e-002	206.054688	37.308616
  33	1.6500e-002	211.982727	37.587506
  34	1.7000e-002	218.208313	37.844408
  35	1.7500e-002	224.212646	38.049822
  36	1.8000e-002	230.216980	38.243436
  37	1.8500e-002	236.221313	38.445632
  38	1.9000e-002	242.332458	38.643537
  39	1.9500e-002	248.344421	38.810335
  40	2.0000e-002	253.845215	38.993760
  41	2.0500e-002	259.948730	39.137496
  42	2.1000e-002	266.105652	39.305903
  43	2.1500e-002	272.163391	39.267823
  44	2.2000e-002	278.121948	39.584257
  45	2.2500e-002	283.905029	39.725312
  46	2.3000e-002	290.336609	39.834723
  47	2.3500e-002	296.195984	40.031019
  48	2.4000e-002	302.421570	40.153302
  49	2.4500e-002	308.570862	40.297038
  50	2.5000e-002	314.430237	40.413421
  51	2.5500e-002	320.114136	40.525514
  52	2.6000e-002	314.254761	40.328681
  53	2.6500e-002	307.586670	40.337799
  54	2.7000e-002	302.146912	40.247159
  55	2.7500e-002	296.165466	40.107177
  56	2.8000e-002	290.054321	39.998839
  57	2.8500e-002	284.111023	39.948961
  58	2.9000e-002	278.488159	39.841695
  59	2.9500e-002	272.300720	39.667388
  60	3.0000e-002	266.258240	39.570313
  61	3.0500e-002	260.101318	39.411023
  62	3.1000e-002	254.089355	39.300003
  63	3.1500e-002	248.428345	39.187910
  64	3.2000e-002	242.355347	39.076890
  65	3.2500e-002	236.259460	38.948172
  66	3.3000e-002	230.224609	38.819453
  67	3.3500e-002	224.151611	38.680544
  68	3.4000e-002	218.589783	38.538953
  69	3.4500e-002	211.997986	38.405407
  70	3.5000e-002	206.024170	38.268107
  71	3.5500e-002	200.332642	38.116326
  72	3.6000e-002	194.129944	37.960791
  73	3.6500e-002	187.973022	37.786484
  74	3.7000e-002	182.121277	37.637921
  75	3.7500e-002	176.750183	37.518856
  76	3.8000e-002	170.127869	37.253374
  77	3.8500e-002	163.986206	37.061905
  78	3.9000e-002	158.103943	36.878480
  79	3.9500e-002	152.107239	36.644641
  80	4.0000e-002	145.965576	36.414020
  81	4.0500e-002	140.197754	36.157118
  82	4.1000e-002	134.231567	35.850339
  83	4.1500e-002	127.830505	35.558040
  84	4.2000e-002	121.971130	35.218544
  85	4.2500e-002	116.188049	34.866712
  86	4.3000e-002	109.687805	34.618392
  87	4.3500e-002	104.087830	34.090645
  88	4.4000e-002	98.197937	33.565043
  89	4.4500e-002	92.178345	33.047486
  90	4.5000e-002	86.204529	32.500967
  91	4.5500e-002	79.925537	31.835920
  92	4.6000e-002	74.119568	31.160683
  93	4.6500e-002	68.099976	30.411968
  94	4.7000e-002	62.347412	29.602649
  95	4.7500e-002	56.098938	28.664610
  96	4.8000e-002	50.323486	27.656849
  97	4.8500e-002	44.181824	26.522514
  98	4.9000e-002	38.475037	25.217627
  99	4.9500e-002	32.508850	23.787239
 100	5.0000e-002	26.535034	22.068843
 101	5.0500e-002	20.889282	20.113926
 102	5.1000e-002	14.778137	17.844720
 103	5.1500e-002	9.056091	15.223683
 104	5.2000e-002	3.250122	12.196645
 105	5.2500e-002	-2.479553	8.697102
 106	5.3000e-002	-8.987427	4.928322
 107	5.3500e-002	-13.931274	0.503076
 108	5.4000e-002	-19.874573	-4.220369
 109	5.4500e-002	-26.062012	-9.382530
 110	5.5000e-002	-31.730652	-14.826800
 111	5.5500e-002	-37.651062	-20.493110
 112	5.6000e-002	-44.006348	-26.043037
 113	5.6500e-002	-50.704956	-30.682278
 114	5.7000e-002	-57.418823	-33.322623
 115	5.7500e-002	-63.385010	-34.161440
 116	5.8000e-002	-69.625854	-34.855986
 117	5.8500e-002	-75.683594	-35.389096
 118	5.9000e-002	-82.160950	-35.829958
 119	5.9500e-002	-88.027954	-36.154973
 120	6.0000e-002	-93.742371	-36.431182
 121	6.0500e-002	-99.693298	-36.715973
 122	6.1000e-002	-105.842590	-36.953030
 123	6.1500e-002	-111.427307	-37.171852
 124	6.2000e-002	-117.240906	-37.371366
 125	6.2500e-002	-123.535156	-37.573026
 126	6.3000e-002	-129.631042	-37.754841
 127	6.3500e-002	-135.803223	-37.935047
 128	6.4000e-002	-141.639709	-38.094337
 129	6.4500e-002	-147.705078	-38.258990
 130	6.5000e-002	-153.717041	-38.392535
 131	6.5500e-002	-159.622192	-38.542707
 132	6.6000e-002	-165.634155	-38.727741
 133	6.6500e-002	-171.859741	-38.844660
 134	6.7000e-002	-177.780151	-38.988933
 135	6.7500e-002	-183.532715	-39.102634
 136	6.8000e-002	-189.537048	-39.367044
 137	6.8500e-002	-195.480347	-39.419604
 138	6.9000e-002	-202.011108	-39.458220
 139	6.9500e-002	-207.572937	-39.667924
 140	7.0000e-002	-213.775635	-39.779481
 141	7.0500e-002	-219.856262	-39.891573
 142	7.1000e-002	-226.066589	-40.029946
 143	7.1500e-002	-231.781006	-40.139357
 144	7.2000e-002	-237.434387	-40.263249
 145	7.2500e-002	-243.682861	-40.263249
 146	7.3000e-002	-249.603271	-40.412348
 147	7.3500e-002	-255.760193	-40.622053
 148	7.4000e-002	-261.390686	-40.728246
 149	7.4500e-002	-267.692566	-40.823712
 150	7.5000e-002	-273.811340	-40.903625
 151	7.5500e-002	-279.434204	-41.031271
 152	7.6000e-002	-273.742676	-40.934732
 153	7.6500e-002	-267.875671	-40.836584
 154	7.7000e-002	-261.650085	-40.725564
 155	7.7500e-002	-255.416870	-40.625807
 156	7.8000e-002	-249.855042	-40.505133
 157	7.8500e-002	-243.728638	-40.420930
 158	7.9000e-002	-237.899780	-40.311519
 159	7.9500e-002	-231.864929	-40.194599
 160	8.0000e-002	-225.105286	-40.096987
 161	8.0500e-002	-219.779968	-39.982749
 162	8.1000e-002	-214.103699	-39.879774
 163	8.1500e-002	-207.672119	-39.760173
 164	8.2000e-002	-201.652527	-39.636817
 165	8.2500e-002	-195.678711	-39.524188
 166	8.3000e-002	-189.346313	-39.409414
 167	8.3500e-002	-183.570862	-39.333792
 168	8.4000e-002	-177.917480	-39.179866
 169	8.4500e-002	-171.829224	-39.059192
 170	8.5000e-002	-165.840149	-39.018431
 171	8.5500e-002	-159.660339	-38.805508
 172	8.6000e-002	-153.541565	-38.678398
