»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/16/2018 - 10:29:10
Configured:	05/16/18 08:59:02 AM
Executed:	05/16/18 10:11:16 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
     1	0.000000	4.450452210349e-012	1.71430e+008	1.34641e+009
     2	12.500000	8.623739674761e-009	1.44648e+007	1.13606e+008
     3	25.000000	2.027600812174e-008	1.22854e+007	9.64899e+007
     4	37.500000	3.531899340018e-008	1.06257e+007	8.34544e+007
     5	50.000000	5.108747487035e-008	9.78923e+006	7.68846e+007
     6	62.500000	7.362893520243e-008	8.49576e+006	6.67257e+007
     7	75.000000	9.695218162026e-008	7.73546e+006	6.07543e+007
     8	87.500000	1.286637926141e-007	6.76106e+006	5.31014e+007
     9	100.000000	1.539617400861e-007	6.48907e+006	5.09652e+007
    10	112.500000	1.933192472229e-007	5.81955e+006	4.57067e+007
    11	125.000000	2.317774837240e-007	5.38487e+006	4.22928e+007
    12	137.500000	2.663162802867e-007	5.15576e+006	4.04933e+007
    13	150.000000	3.060030495098e-007	4.89922e+006	3.84785e+007
    14	162.500000	3.557979919976e-007	4.57102e+006	3.59008e+007
    15	175.000000	3.928298279904e-007	4.45707e+006	3.50058e+007
    16	187.500000	4.419725345626e-007	4.23509e+006	3.32624e+007
    17	200.000000	4.948554737127e-007	4.03906e+006	3.17227e+007
    18	212.500000	5.204386127415e-007	4.08371e+006	3.20735e+007
    19	225.000000	5.819486030108e-007	3.86695e+006	3.03710e+007
    20	237.500000	6.300940795153e-007	3.76945e+006	2.96052e+007
    21	250.000000	6.882893389146e-007	3.63153e+006	2.85220e+007
    22	262.500000	7.154154086870e-007	3.66670e+006	2.87983e+007
    23	275.000000	8.188191259601e-007	3.35889e+006	2.63807e+007
    24	287.500000	8.300934437090e-007	3.46280e+006	2.71969e+007
    25	300.000000	9.208093170290e-007	3.25713e+006	2.55815e+007
    26	287.500000	8.776962824126e-007	3.27395e+006	2.57136e+007
    27	275.000000	7.773394679289e-007	3.53645e+006	2.77753e+007
    28	262.500000	7.861817951043e-007	3.34073e+006	2.62381e+007
    29	250.000000	7.025338239822e-007	3.54975e+006	2.78797e+007
