»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/16/2018 - 10:29:10
Configured:	05/16/18 08:59:02 AM
Executed:	05/16/18 10:11:16 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	237.500000	6.400134304444e-007	3.71019e+006	2.91398e+007
    31	225.000000	6.075558177573e-007	3.70723e+006	2.91166e+007
    32	212.500000	5.388561082786e-007	3.94470e+006	3.09817e+007
    33	200.000000	4.792163131729e-007	4.16976e+006	3.27493e+007
    34	187.500000	4.402762654025e-007	4.26008e+006	3.34586e+007
    35	175.000000	4.016128238458e-007	4.36568e+006	3.42880e+007
    36	162.500000	3.384435351733e-007	4.79864e+006	3.76885e+007
    37	150.000000	3.058690260657e-007	4.90735e+006	3.85423e+007
    38	137.500000	2.804177352740e-007	4.89486e+006	3.84442e+007
    39	125.000000	2.254275644751e-007	5.54502e+006	4.35506e+007
    40	112.500000	2.213848574042e-007	5.07489e+006	3.98582e+007
    41	100.000000	1.580406705230e-007	6.32497e+006	4.96764e+007
    42	87.500000	1.391396126577e-007	6.28821e+006	4.93876e+007
    43	75.000000	1.192262320161e-007	6.27495e+006	4.92834e+007
    44	62.500000	7.970428639648e-008	7.84531e+006	6.16171e+007
    45	50.000000	5.925441378589e-008	8.45416e+006	6.63989e+007
    46	37.500000	4.543757369985e-008	8.32327e+006	6.53709e+007
    47	25.000000	2.780820405126e-008	9.01539e+006	7.08069e+007
    48	12.500000	1.201942976087e-008	1.06131e+007	8.33553e+007
    49	0.000000	1.663354272316e-011	1.37603e+007	1.08073e+008
    50	0.000000	2.287231602596e-012	1.23419e+009	9.69332e+009
    51	-12.500000	9.740182751753e-009	1.28538e+007	1.00954e+008
    52	-25.000000	2.584112457250e-008	9.60719e+006	7.54548e+007
    53	-37.500000	4.331205604871e-008	8.69297e+006	6.82746e+007
    54	-50.000000	6.380582287699e-008	7.82241e+006	6.14372e+007
    55	-62.500000	9.793288709367e-008	6.37491e+006	5.00685e+007
    56	-75.000000	1.157751034915e-007	6.46134e+006	5.07474e+007
    57	-87.500000	1.573734801015e-007	5.56060e+006	4.36730e+007
    58	-100.000000	1.907132243713e-007	5.24780e+006	4.12162e+007
    59	-112.500000	2.330905995234e-007	4.82789e+006	3.79182e+007
    60	-125.000000	2.736843009254e-007	4.56229e+006	3.58322e+007
    61	-137.500000	3.106868904239e-007	4.42460e+006	3.47508e+007
    62	-150.000000	3.645447261489e-007	4.11225e+006	3.22976e+007
    63	-162.500000	4.292197537689e-007	3.78377e+006	2.97177e+007
    64	-175.000000	5.007654311205e-007	3.49806e+006	2.74738e+007
    65	-187.500000	5.538062143730e-007	3.38139e+006	2.65574e+007
    66	-200.000000	6.016885296881e-007	3.32329e+006	2.61012e+007
    67	-212.500000	6.682797193439e-007	3.17560e+006	2.49412e+007
    68	-225.000000	7.613735985229e-007	2.95687e+006	2.32232e+007
    69	-237.500000	8.262043657919e-007	2.86715e+006	2.25186e+007
    70	-250.000000	9.226853519286e-007	2.70899e+006	2.12764e+007
    71	-262.500000	1.010667403385e-006	2.59470e+006	2.03787e+007
    72	-275.000000	1.061757129923e-006	2.58862e+006	2.03310e+007
    73	-287.500000	1.119063904565e-006	2.57026e+006	2.01868e+007
    74	-300.000000	1.216924583849e-006	2.46475e+006	1.93582e+007
    75	-287.500000	1.103362013422e-006	2.60753e+006	2.04795e+007
    76	-275.000000	1.042603877156e-006	2.63801e+006	2.07189e+007
    77	-262.500000	9.196144175182e-007	2.85517e+006	2.24245e+007
    78	-250.000000	8.936535453121e-007	2.79178e+006	2.19267e+007
    79	-237.500000	7.817145596525e-007	3.03238e+006	2.38163e+007
    80	-225.000000	7.584542172894e-007	2.96614e+006	2.32960e+007
    81	-212.500000	6.032869864807e-007	3.52480e+006	2.76838e+007
    82	-200.000000	5.633806013813e-007	3.54561e+006	2.78472e+007
    83	-187.500000	5.039155661374e-007	3.72162e+006	2.92296e+007
    84	-175.000000	4.424040431762e-007	3.95590e+006	3.10697e+007
    85	-162.500000	3.842940941423e-007	4.22730e+006	3.32012e+007
    86	-150.000000	3.356867450265e-007	4.46168e+006	3.50420e+007
    87	-137.500000	2.907722395259e-007	4.72947e+006	3.71453e+007
    88	-125.000000	2.416028675259e-007	5.16999e+006	4.06051e+007
    89	-112.500000	2.142630558183e-007	5.25319e+006	4.12586e+007
    90	-100.000000	1.662264132174e-007	6.01442e+006	4.72373e+007
    91	-87.500000	1.265400572350e-007	6.90468e+006	5.42293e+007
    92	-75.000000	9.429512897827e-008	7.95181e+006	6.24535e+007
    93	-62.500000	6.760126954657e-008	9.25442e+006	7.26842e+007
    94	-50.000000	4.549838270267e-008	1.10538e+007	8.68165e+007
    95	-37.500000	2.927669479613e-008	1.28291e+007	1.00760e+008
    96	-25.000000	1.568606019691e-008	1.60360e+007	1.25946e+008
    97	-12.500000	6.508086000636e-009	1.89795e+007	1.49065e+008
    98	0.000000	9.971699533904e-013	2.14229e+009	1.68256e+010



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

