»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.12.0
»»»  Vision Version:	5.12.5 (R)
»»»	 Vision Compiled:	2/24/17
»»»  Driver Version:	5.12.4
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF0910-256
»»»  Tester S/N:	PMF0910-256
»»»  Internal Amp Type:	 RTI 100V      
»»»  Internal Amp Serial:	 iAB1-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	6/27/2017 - 9:35:28
Configured:	06/27/17 09:27:58 AM
Executed:	06/27/17 09:29:22 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	63
Lot Name:	
Wafer Name:	
Die Row/Column:	1/1
Capacitor Number:	1
Sample Area (cm2):	1.96e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF0910-256
Tester Serial Number:	PMF0910-256
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	IV
Max Volts:	4.00
Soak Time (ms):	1.00
Measure Time (ms):	1.00
Step Delay (ms):	0
Preset Monopolar Triangle Volts:	5.00
Preset Period (ms):	2.00
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Drive Voltage	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	3.166667	9.678680237585e-010	3.27242e+009	6.42506e+009
    31	3.000000	1.032045106934e-009	2.90681e+009	5.70722e+009
    32	2.833333	1.025188940414e-009	2.76394e+009	5.42671e+009
    33	2.666667	9.953013141039e-010	2.68098e+009	5.26383e+009
    34	2.500000	1.053264326521e-009	2.37459e+009	4.66226e+009
    35	2.333333	1.050784495660e-009	2.22067e+009	4.36007e+009
    36	2.166667	1.115242822529e-009	1.94476e+009	3.81835e+009
    37	2.000000	1.183718843104e-009	1.68853e+009	3.31527e+009
    38	1.833333	1.258813229699e-009	1.45507e+009	2.85689e+009
    39	1.666667	1.436790852476e-009	1.15753e+009	2.27270e+009
    40	1.500000	1.818059979179e-009	8.25777e+008	1.62133e+009
    41	1.333333	3.343881166795e-009	3.98390e+008	7.82199e+008
    42	1.166667	4.486366549491e-009	2.59439e+008	5.09383e+008
    43	1.000000	3.600028554984e-009	2.78089e+008	5.46000e+008
    44	0.833333	2.801364489080e-009	2.97483e+008	5.84078e+008
    45	0.666667	2.057786665392e-009	3.23745e+008	6.35641e+008
    46	0.500000	1.521927946769e-009	3.28450e+008	6.44880e+008
    47	0.333333	9.017022237856e-010	3.69496e+008	7.25469e+008
    48	0.166667	4.585046608683e-010	3.61249e+008	7.09275e+008
    49	-0.000000	7.716287952289e-012	2.47185e+008	4.85323e+008
    50	0.000000	1.107659023331e-010	2.06636e+006	4.05708e+006
    51	-0.166667	4.168027161905e-010	3.92999e+008	7.71614e+008
    52	-0.333333	9.165861292330e-010	3.63413e+008	7.13525e+008
    53	-0.500000	1.261961219560e-009	3.95024e+008	7.75590e+008
    54	-0.666667	1.670158119117e-009	3.98610e+008	7.82630e+008
    55	-0.833333	2.036178901578e-009	4.09800e+008	8.04602e+008
    56	-1.000000	2.235255201309e-009	4.46960e+008	8.77561e+008
    57	-1.166667	2.383694866295e-009	4.90149e+008	9.62358e+008
    58	-1.333333	2.275429722238e-009	5.84821e+008	1.14824e+009
    59	-1.500000	2.060911360859e-009	7.27767e+008	1.42890e+009
    60	-1.666667	1.800501045068e-009	9.26035e+008	1.81818e+009
    61	-1.833333	1.513565683934e-009	1.21072e+009	2.37713e+009
    62	-2.000000	1.149790789547e-009	1.74015e+009	3.41661e+009
    63	-2.166667	8.262603535663e-010	2.62328e+009	5.15054e+009
    64	-2.333333	6.672426398197e-010	3.50058e+009	6.87305e+009
    65	-2.500000	5.981915055296e-010	4.17926e+009	8.20557e+009
    66	-2.666667	5.396628965696e-010	4.94312e+009	9.70532e+009
    67	-2.833333	4.800829313992e-010	5.89507e+009	1.15744e+010
    68	-3.000000	4.571490675858e-010	6.57316e+009	1.29057e+010
    69	-3.166667	4.535534838579e-010	6.98373e+009	1.37119e+010
    70	-3.333333	4.766502322274e-010	6.99762e+009	1.37391e+010
    71	-3.500000	4.813131571986e-010	7.27491e+009	1.42836e+010
    72	-3.666667	4.860639228272e-010	7.54614e+009	1.48161e+010
    73	-3.833333	5.161357521360e-010	7.42828e+009	1.45847e+010
    74	-4.000000	5.305100925920e-010	7.54095e+009	1.48059e+010
    75	-3.833333	4.707107038879e-010	8.14999e+009	1.60017e+010
    76	-3.666667	4.757104999807e-010	7.71006e+009	1.51379e+010
    77	-3.500000	4.689035582499e-010	7.46272e+009	1.46523e+010
    78	-3.333333	4.495321100966e-010	7.41619e+009	1.45610e+010
    79	-3.166667	4.676328770918e-010	6.77624e+009	1.33045e+010
    80	-3.000000	3.792687412425e-010	7.91286e+009	1.55361e+010
    81	-2.833333	4.314255415407e-010	6.56595e+009	1.28916e+010
    82	-2.666667	4.060545458644e-010	6.55852e+009	1.28770e+010
    83	-2.500000	4.271049378592e-010	5.85533e+009	1.14963e+010
    84	-2.333333	5.039203397858e-010	4.63392e+009	9.09825e+009
    85	-2.166667	4.900590539603e-010	4.42311e+009	8.68434e+009
    86	-2.000000	5.464604451138e-010	3.65874e+009	7.18358e+009
    87	-1.833333	6.715891977961e-010	2.73009e+009	5.36025e+009
    88	-1.666667	9.177719847733e-010	1.81530e+009	3.56416e+009
    89	-1.500000	1.263199816007e-009	1.18717e+009	2.33089e+009
    90	-1.333333	1.515506044030e-009	8.80032e+008	1.72786e+009
    91	-1.166667	1.711463192263e-009	6.82046e+008	1.33913e+009
    92	-1.000000	1.756972897087e-009	5.69456e+008	1.11807e+009
    93	-0.833333	1.597616746664e-009	5.22581e+008	1.02604e+009
    94	-0.666667	1.351852512055e-009	4.92183e+008	9.66353e+008
    95	-0.500000	1.053125111966e-009	4.73357e+008	9.29390e+008
    96	-0.333333	6.970379645496e-010	4.77331e+008	9.37192e+008
    97	-0.166667	3.560031625207e-010	4.67403e+008	9.17700e+008
    98	0.000000	1.137211567692e-011	3.35443e+007	6.58609e+007



I/V Version: 5.12.0 - Radiant Technologies, Inc., 2001 - 11/30/16

