»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»  Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp S/N:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	5/16/2018 - 8:57:57
Configured:	05/15/18 08:22:15 PM
Executed:	05/16/18 08:56:44 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	0.21 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Field (kV/cm):	0.03
Field:	300.00 (kV/cm)
Hysteresis Period (ms):	4.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	801

Valid Data

Point	Time (ms)	Field (kV/cm)	Measured Polarization
   1	5.0000e-004	0.907898	-33.095276
   2	1.0000e-003	3.135681	-33.051367
   3	1.5000e-003	6.286621	-32.978185
   4	2.0000e-003	9.269714	-32.778155
   5	2.5000e-003	12.199402	-32.583003
   6	3.0000e-003	15.228271	-32.470791
   7	3.5000e-003	18.356323	-32.251245
   8	4.0000e-003	21.217346	-31.880457
   9	4.5000e-003	23.582458	-31.563336
  10	5.0000e-003	26.779175	-31.119366
  11	5.5000e-003	30.136108	-30.636366
  12	6.0000e-003	33.233643	-30.114335
  13	6.5000e-003	36.102295	-29.343486
  14	7.0000e-003	38.902283	-28.621425
  15	7.5000e-003	41.740417	-27.728606
  16	8.0000e-003	44.853210	-26.874818
  17	8.5000e-003	47.798157	-25.816121
  18	9.0000e-003	50.712585	-24.742787
  19	9.5000e-003	53.787231	-23.566998
  20	1.0000e-002	56.610107	-22.069209
  21	1.0500e-002	59.349060	-20.693390
  22	1.1000e-002	62.446594	-19.049238
  23	1.1500e-002	65.505981	-17.170904
  24	1.2000e-002	68.328857	-15.277933
  25	1.2500e-002	71.357727	-13.145901
  26	1.3000e-002	74.333191	-10.589415
  27	1.3500e-002	77.079773	-8.169535
  28	1.4000e-002	80.108643	-5.276412
  29	1.4500e-002	83.213806	-2.334501
  30	1.5000e-002	86.059570	0.905016
  31	1.5500e-002	88.806152	4.373836
  32	1.6000e-002	91.728210	8.057323
  33	1.6500e-002	94.703674	11.740810
  34	1.7000e-002	97.648621	15.765812
  35	1.7500e-002	100.662231	19.844481
  36	1.8000e-002	103.538513	24.025604
  37	1.8500e-002	106.727600	28.265273
  38	1.9000e-002	109.863281	32.212215
  39	1.9500e-002	112.907410	35.939611
  40	2.0000e-002	116.241455	39.184007
  41	2.0500e-002	119.491577	41.579493
  42	2.1000e-002	122.955322	42.930918
  43	2.1500e-002	126.190186	43.735918
  44	2.2000e-002	129.081726	44.189646
  45	2.2500e-002	132.217407	44.575070
